"astro-ph/0608273","Richard J. Mathar","Richard J. Mathar","Spherical Trigonometry of the Projected Baseline Angle","Corrected eq. (6) and definition of N after eq. (11)","Serb.Astron.J.177:115-124,2008","10.2298/SAJ0877115M",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The basic geometry of a stellar interferometer with two telescopes consists
of a baseline vector and a direction to a star. Two derived vectors are the
delay vector, and the projected baseline vector in the plane of the wavefronts
of the stellar light. The manuscript deals with the trigonometry of projecting
the baseline further outwards onto the celestial sphere. The position angle of
the projected baseline is defined, measured in a plane tangential to the
celestial sphere, tangent point at the position of the star. This angle
represents two orthogonal directions on the sky, differential star positions
which are aligned with or orthogonal to the gradient of the delay recorded in
the u-v plane. The North Celestial Pole is chosen as the reference direction of
the projected baseline angle, adapted to the common definition of the
""parallactic"" angle.
","[{""version"":""v1"",""created"":""Sun, 13 Aug 2006 17:17:20 GMT""},{""version"":""v2"",""created"":""Wed, 22 Aug 2007 19:33:56 GMT""},{""version"":""v3"",""created"":""Sat, 2 May 2009 17:04:47 GMT""}]","2009-05-02"
"astro-ph/0608274","John Carlstrom","K. Coble, M. Bonamente, J. E. Carlstrom, K. Dawson, N. Hasler, W.
  Holzapfel, M. Joy, S. LaRoque, D. P. Marrone, and E. D. Reese","Radio Sources Toward Galaxy Clusters at 30 GHz","32 pages, 6 figures, accepted to AJ","Astron.J.134:897-905,2007","10.1086/519973",,"astro-ph",,"  Extra-galactic radio sources are a significant contaminant in cosmic
microwave background and Sunyaev-Zel'dovich effect experiments. Deep
interferometric observations with the BIMA and OVRO arrays are used to
characterize the spatial, spectral, and flux distributions of radio sources
toward massive galaxy clusters at 28.5 GHz. We compute counts of mJy source
fluxes from 89 fields centered on known massive galaxy clusters and 8
non-cluster fields. We find that source counts in the inner regions of the
cluster fields (within 0.5 arcmin of the cluster center) are a factor of 8.9
(+4.3,-2.8) times higher than counts in the outer regions of the cluster fields
(radius greater than 0.5 arcmin). Counts in the outer regions of the cluster
fields are in turn a factor of 3.3 (+4.1,-1.8) greater than those in the
non-cluster fields. Counts in the non-cluster fields are consistent with
extrapolations from the results of other surveys. We compute spectral indices
of mJy sources in cluster fields between 1.4 and 28.5 GHz and find a mean
spectral index of alpha = 0.66 with an rms dispersion of 0.36, where flux is
proportional to frequency raised to negative alpha. The distribution is skewed,
with a median spectral index of 0.72 and 25th and 75th percentiles of 0.51 and
0.92, respectively. This is steeper than the spectral indices of stronger field
sources measured by other surveys.
","[{""version"":""v1"",""created"":""Sun, 13 Aug 2006 18:50:22 GMT""},{""version"":""v2"",""created"":""Wed, 27 Jun 2007 20:51:02 GMT""}]","2008-11-26"
"astro-ph/0608275","Yosef Zlochower","M. Campanelli, C. O. Lousto, Y. Zlochower","Spin-orbit interactions in black-hole binaries","This version corrects two typos in Eq (4) and Table I present in the
  published version","Phys.Rev. D74 (2006) 084023","10.1103/PhysRevD.74.084023",,"astro-ph gr-qc",,"  We perform numerical simulations of black-hole binaries to study the exchange
of spin and orbital angular momentum during the last, highly nonlinear, stages
of the coalescence process. To calculate the transfer of angular momentum from
orbital to spin, we start with two quasi-circular configurations, one with
initially non-spinning black holes, the other with corotating black holes. In
both cases the binaries complete almost two orbits before merging. We find
that, during these last orbits, the specific spin (a/m) of each horizon
increases by only 0.012 for the initially non-spinning configuration, and by
only 0.006 for the initially corotating configuration. By contrast, the
corotation value for the specific spin should increase from 0.1 at the initial
proper separation of 10M to 0.33 when the proper separation is 5M. Thus the
spin-orbit coupling is far too weak to tidally lock the binary to a corotating
state during the late-inspiral phase. We also study the converse transfer from
spin into orbital motion. In this case, we start the simulations with parallel,
highly-spinning non-boosted black holes. As the collision proceeds, the system
acquires a non-head-on orbital motion, due to spin-orbit coupling, that leads
to the radiation of angular momentum. We are able to accurately measure the
energy and angular momentum losses and model their dependence on the initial
spins.
","[{""version"":""v1"",""created"":""Sun, 13 Aug 2006 21:03:43 GMT""},{""version"":""v2"",""created"":""Wed, 27 Sep 2006 22:58:16 GMT""},{""version"":""v3"",""created"":""Fri, 20 Oct 2006 17:06:37 GMT""},{""version"":""v4"",""created"":""Wed, 27 Dec 2006 18:31:22 GMT""}]","2009-11-11"
"astro-ph/0608276","Orfeu Bertolami","Orfeu Bertolami","Dark Energy, Dark Matter and Gravity","10 pages, International Journal of Modern Physics D style. Talk
  presented at the International Workshop ``From Quantum to Cosmos: Fundamental
  Physics Research in Space'', 22-24 May 2006, Warrenton, Virginia, USA;
  updated references","Int.J.Mod.Phys.D16:2003-2012,2008","10.1142/S0218271807011218",,"astro-ph gr-qc hep-ph",,"  We discuss the motivation for high accuracy relativistic gravitational
experiments in the Solar System and complementary cosmological tests. We focus
our attention on the issue of distinguishing a generic scalar-theory of gravity
as the underlying physical theory from the usual general relativistic picture,
where one expects the presence of fundamental scalar fields associated, for
instance, to inflation, dark matter and dark energy.
","[{""version"":""v1"",""created"":""Sun, 13 Aug 2006 21:20:45 GMT""},{""version"":""v2"",""created"":""Wed, 6 Sep 2006 16:51:22 GMT""}]","2008-11-26"
"astro-ph/0608277","Finelli Fabio","F. Finelli, M. Rianna, N. Mandolesi","Constraints on the Inflationary Expansion from Three Year WMAP, small
  scale CMB anisotropies and Large Scale Structure Data Sets","15 pages, 11 figures, 2 table; final revised version with added
  references to be published in JCAP","JCAP0612:006,2006","10.1088/1475-7516/2006/12/006",,"astro-ph hep-ph",,"  We present the constraints on inflationary parameters in a flat $\Lambda$CDM
universe obtained by WMAP three year data release, plus smaller scale CMB and
two LSS data sets, 2dF and SDSS (treated separately). We use a Markov Chain
Monte Carlo (MCMC) technique combined with an analytic description of the
inflationary spectra in terms of the horizon flow functions (HFF). By imposing
a consistency condition for the tensor-to-scalar ratio, we study the
constraints both on single field standard inflation and on inflation with the
violation of the null energy condition, which leads to a blue spectrum for
gravitational waves. For standard inflation, the constraint on the
tensor-to-scalar ratio we obtain from CMB data and 2dF05 is: $r_{0.01} < 0.26$
at 2 $\sigma$ cl. Without the consistency condition between the
tensor-to-scalar ratio and the tensor slope, the constraints on the tensor
amplitude is not significantly changed, but the constraints on the HFFs are
significantly relaxed. We then show that when the third HFF $\epsilon_3$ is
allowed to be non-zero and to be of order unity, a large negative (at $2
\sigma$) value for the running of the scalar spectral index in standard
inflation is found in any set of data we consider.
","[{""version"":""v1"",""created"":""Sun, 13 Aug 2006 21:30:43 GMT""},{""version"":""v2"",""created"":""Wed, 22 Nov 2006 17:16:03 GMT""}]","2009-11-11"
"astro-ph/0608278","Dinesh Singh","Bahram Mashhoon, Dinesh Singh","Dynamics of Extended Spinning Masses in a Gravitational Field","16 pages, 3 figures; v2: 15 pages, 3 figures, improved version to
  appear in Phys. Rev. D","Phys.Rev.D74:124006,2006","10.1103/PhysRevD.74.124006",,"astro-ph gr-qc",,"  We develop a first-order approximation method for the influence of spin on
the motion of extended spinning test masses in a gravitational field. This
approach is illustrated for approximately circular equatorial motion in the
exterior Kerr spacetime. In this case, the analytic results for the first-order
approximation are compared to the numerical integration of the exact system and
the limitations of the first-order results are pointed out. Furthermore, we
employ our analytic results to illustrate the gravitomagnetic clock effect for
spinning particles.
","[{""version"":""v1"",""created"":""Sun, 13 Aug 2006 23:59:55 GMT""},{""version"":""v2"",""created"":""Thu, 30 Nov 2006 01:53:39 GMT""}]","2008-12-18"
"astro-ph/0608279","Krzysztof Gozdziewski","Krzysztof Gozdziewski, Andrzej J. Maciejewski and Cezary Migaszewski","On the extrasolar multi-planet system around HD160691","15 pages (total), 11 figures, 2 tables, revised manuscript submitted
  to ApJ; the manuscript with full-resolution figures is available from
  http://www.astri.uni.torun.pl/~chris/muarae3.ps.gz","Astrophys.J.657:546-558,2007","10.1086/510554",,"astro-ph",,"  We re-analyze the precision radial velocity (RV) observations of HD160691 (mu
Ara) by the Anglo-Australian Planet Search Team. The star is supposed to host
two Jovian companions (HD160691b, HD160691c) in long-period orbits about 630
days and about 2500 days, respectively) and a hot-Neptune (HD160691d) in about
9 days orbit. We perform a global search for the best fits in the orbital
parameters space with a hybrid code employing the genetic algorithm and simplex
method. The stability of Keplerian fits is verified with the N-body model of
the RV signal that takes into account the dynamical constraints (so called GAMP
method). Our analysis reveals a signature of the fourth, yet unconfirmed,
Jupiter-like planet HD160691e in about 307 days orbit. Overall, the global
architecture of four-planet configuration recalls the Solar system. All
companions of mu Ara move in quasi-circular orbits. The orbits of two inner
Jovian planets are close to the 2:1 mean motion resonance. The alternative
three-planet system involves two Jovian planets in eccentric orbits (e about
0.3), close to the 4:1 MMR, but it yields a significantly worse fit to the
data. We also verify a hypothesis of the 1:1 MMR in the subsystem of two inner
Jovian planets in the four-planet model.
","[{""version"":""v1"",""created"":""Mon, 14 Aug 2006 14:41:36 GMT""},{""version"":""v2"",""created"":""Thu, 12 Oct 2006 14:37:35 GMT""}]","2008-11-26"
"astro-ph/0608280","Chunglee Kim","Chunglee Kim, Vicky Kalogera, and Duncan R. Lorimer","Effect of PSR J0737-3039 on the DNS Merger Rate and Implications for GW
  Detection","9 pages, 2 figures, To appear in proceedings of ""A life with stars"",
  a conference in honour of Ed van den Heuvel (Amsterdam, August 2005), New
  Ast. Rev",,,,"astro-ph gr-qc",,"  We present the current estimates of the Galactic merger rate of
double-neutron-star (DNS) systems. Using a statistical analysis method, we
calculate the probability distribution function (PDF) of the rate estimates,
which allows us to assign confidence intervals to the rate estimates. We
calculate the Galactic DNS merger rate based on the three known systems
B1913+16, B1534+12, and J0737-3039. The discovery of J0737-3039 increases the
estimated DNS merger rate by a factor ~6 than what is previously known. The
most likely values of DNS merger rate lie in the range 3-190 per Myr depending
on different pulsar models. Motivated by a strong correlation between the peak
rate estimates and a pulsar luminosity function, we calculate a 'global'
probability distribution as a single representation of the parameter space
covered by different pulsar population models. We compare the global PDF with
the observed supernova Ib/c rate, which sets an upper limit on the DNS merger
rate. Finally, we remark on implications of new discoveries such as of
J1756-2251, the 4th DNS in the Galactic disk, and J1906+0746, a possible DNS
system.
","[{""version"":""v1"",""created"":""Mon, 14 Aug 2006 02:28:18 GMT""}]","2007-05-23"
"astro-ph/0608283","Shinta Kasuya","Shinta Kasuya and Masahiro Kawasaki","Early reionization by decaying particles in the light of three year WMAP
  data","9 pages, 11 figures","JCAP 0702:010,2007","10.1088/1475-7516/2007/02/010",,"astro-ph",,"  We study the reionization histories where ionizing UV photons are emitted
from decaying particles, in addition to usual contributions from stars and
quasars, taking account of the fact that the universe is not fully ionized
until z = 6 as observed by Sloan Digital Sky Survey. Likelihood analysis of the
three-year data from the WMAP (Wilkinson Microwave Anisotropy Probe) severely
constrains the decaying particle scenario.In particular, the decaying particle
with relatively short lifetime is not favored by the polarization data.
","[{""version"":""v1"",""created"":""Mon, 14 Aug 2006 04:42:40 GMT""},{""version"":""v2"",""created"":""Thu, 22 Feb 2007 02:24:58 GMT""}]","2010-10-27"
"astro-ph/0608284","Damian Fabbian","D. Fabbian, M. Asplund, M. Carlsson, D. Kiselman","The non-LTE line formation of neutral carbon in late-type stars","Accepted for publication in A&A, 19 pages, 2 tables, 11 figures,
  aa.cls v6.0 included",,"10.1051/0004-6361:20065763",,"astro-ph",,"  We investigate the non-Local Thermodynamic Equilibrium (non-LTE) line
formation of neutral carbon in late-type stars in order to remove some of the
potential systematic errors in stellar abundance analyses employing C I
features. The statistical equilibrium code MULTI was used on a grid of
plane-parallel 1D MARCS atmospheric models. Within the parameter space
explored, the high-excitation C I lines are stronger in non-LTE due to the
combined effect of line source function drop and increased lower level
population; the relative importance of the two effects depends on the
particular combination of Teff, log g, [Fe/H] and [C/Fe] and on the analysed C
I line. As a consequence, the non-LTE abundance corrections are negative and
can be substantially so, for example ~-0.4 dex in halo turn-off stars at
[Fe/H]~-3. The magnitude of the non-LTE corrections is rather insensitive to
whether inelastic H collisions are included or not. Our results have
implications on studies of nucleosynthetic processes and on Galactic chemical
evolution models. When applying our calculated corrections to recent
observational data, the upturn in [C/O] at low metallicity might still be
present (thus apparently still necessitating contributions from massive Pop.
III stars for the carbon production), but at a lower level and possibly with a
rather shallow trend of ~-0.2 dex/dex below [O/H]~-1
","[{""version"":""v1"",""created"":""Mon, 14 Aug 2006 06:47:32 GMT""}]","2009-11-11"
