"astro-ph/0608298","I. Neill Reid","I. N. Reid","Extrasolar Planets: A Galactic Perspective","to appear in ""A Decade of Extrasolar Planets around Normal Stars"",
  the 2005 STScI May Symposium",,,,"astro-ph",,"  The host stars of extrasolar planets tend to be metal-rich. We have examined
the data for these stars for evidence of trends in other galactic parameters,
without success. However, several ESP hosts are likely to be members of the
thick disk population, indicating that planet formation has occurred throughout
the full lifetime of the Galactic disk. We briefly consider the radial
metallicity gradient and age-metallicity relation of the Galactic disk, and
complete a back-of-the envelope estimate of the likely number of solar-type
stars with planetary companions with 6 < R < 10 kpc.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 16:31:31 GMT""}]","2007-05-23"
"astro-ph/0608299","Andreas W. Aste","Tobias Zingg, Andreas Aste, Dirk Trautmann","Just dust : About the (in)applicability of rotating dust solutions as
  realistic galaxy models","20 pages, LATEX, uses IOP style files, no figures","Adv.Stud.Theor.Phys.1:409-432,2007",,,"astro-ph",,"  Solutions of the stationary axisymmetric Einstein equations describing the
interior of circularly rotating dust are investigated in order to study their
potential applicability as galaxy models. It is shown that such interior
solutions cannot be used as global metrics without becoming unphysical in
certain regions of space. Although definite results concerning the
non-existence of a continuation into a vacuum can only be derived for interior
solutions describing rigidly rotating dust, the present analysis exhibits that
the case of non-rigidly rotating dust would in general also be inadequate as a
physically reasonable galaxy model.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 17:42:22 GMT""}]","2007-12-30"
"astro-ph/0608300","Eva Villaver","Richard A. Shaw (NOAO), Letizia Stanghellini (NOAO), Eva Villaver
  (STScI/ESA) and Max Mutchler (STScI)","Hubble Space Telescope Images of Magellanic Cloud Planetary Nebulae","Accepted for publication in the Astrophysical Journal, 65 pages, 26
  figures, 6 tables. For a high resolution version of Figs 4 to 19, see
  http://archive.stsci.edu/hst/mcpn/home.html",,"10.1086/508469",,"astro-ph",,"  We present images and slitless spectra which were obtained in HST surveys of
Planetary Nebulae (PNe) in both the Large and Small Magellanic Clouds, using
the Space Telescope Imaging Spectrograph. These new data on 59 PNe (54 in the
LMC and five in the SMC) permit us to determine the nebular dimensions and
morphology in the monochromatic light of several emission lines: Halpha, [N II]
lambda 6583 and [O III] lambda 5007, plus others of varying ionization,
including [O I], He I, and [S II]. We describe the nebular morphology and
related features in detail. This survey, when combined with similar data from
our prior HST programs and other archived PN images, brings the total of
nebulae imaged with HST to 114 in the LMC and 35 in the SMC. We describe
various basic properties for the sample, including sizes, morphologies,
densities, and completeness. Trends in [O III] lambda 5007 flux, surface
brightness, and electron density with physical radius suggest that many
nebulae, particularly those with bipolar morphology, may be optically thick
even at large size. Bipolars also show the most extreme values of [N II]/Halpha
flux ratios, which is a rough indicator N enrichment.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 17:58:34 GMT""}]","2009-11-11"
"astro-ph/0608301","Brian Keeney","Brian A. Keeney (1), John T. Stocke (1), Jessica L. Rosenberg (2),
  Jason Tumlinson (3), and Donald G. York (4) ((1) CASA, Univ. of Colorado, (2)
  NSF Fellow, CfA, (3) Yale, (4) Univ. of Chicago)","Discovery of a Metal-Line Absorber Associated with a Local Dwarf
  Starburst Galaxy","31 pages, 8 figures; AJ in press; a version with high resolution
  figures can be downloaded from
  http://casa.colorado.edu/~keeney/research/papers/IC691.pdf","Astron.J.132:2496-2506,2006","10.1086/508516",,"astro-ph",,"  We present optical and near-infrared images, H I 21 cm emission maps, optical
spectroscopy, and Hubble Space Telescope/Space Telescope Imaging Spectrograph
ultraviolet spectroscopy of the QSO/galaxy pair SBS 1122+594/IC 691. The QSO
sight line lies at a position angle of 27 degrees from the minor axis of the
nearby dwarf starburst galaxy IC 691 (cz_gal = 1204+-3 km/s, L_B ~ 0.09 L*,
current star formation rate = 0.08-0.24 solar masses per year) and 33 kpc (6.6
arcmin) from its nucleus. We find that IC 691 has an H I mass of M_HI =
(3.6+-0.1) x 10^8 solar masses and a dynamical mass of M_dyn = (3.1+-0.5) x
10^10 solar masses. The UV spectrum of SBS 1122+594 shows a metal-line
(Ly-alpha + C IV) absorber near the redshift of IC 691 at cz_abs = 1110+-30
km/s. Since IC 691 is a dwarf starburst and the SBS 1122+594 sight line lies in
the expected location for an outflowing wind, we propose that the best model
for producing this metal-line absorber is a starburst wind from IC 691. We
place consistent metallicity limits on IC 691 ([Z/Zsun] ~ -0.7) and the
metal-line absorber ([Z/Zsun] < -0.3). We also find that the galaxy's escape
velocity at the absorber location is v_esc = 80+-10 km/s and derive a wind
velocity of v_w = 160+-50 km/s. Thus, the evidence suggests that IC 691
produces an unbound starburst wind that escapes from its gravitational
potential to transport metals and energy to the surrounding intergalactic
medium.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 17:42:47 GMT""}]","2008-11-26"
"astro-ph/0608304","A. Faltenbacher","A. Faltenbacher (1), Y. Hoffman (2), S. Gottloeber (3), G. Yepes (4)
  ((1) UC Santa Cruz, (2) HU Jerusalem, (3) AIP Potsdam, (4) UA Madrid)","Entropy of gas and dark matter in galaxy clusters","7 pages, 8 figures, accepted for publication in MNRAS, web page of
  the The Marenostrum Numerical Cosmology Project :
  http://astro.ft.uam.es/~marenostrum/","Mon.Not.Roy.Astron.Soc.376:1327-1334,2007","10.1111/j.1365-2966.2007.11529.x",,"astro-ph",,"  On the basis of a large scale 'adiabatic', namely non-radiative and
non-dissipative, cosmological smooth particle hydrodynamic simulation we
compare the entropy profiles of the gas and the dark matter (DM) in galaxy
clusters. The quantity K_g = T_g \rho_g^{-2/3} provides a measure for the
entropy of the intra-cluster gas. By analogy with the thermodynamic variables
of the gas the velocity dispersion of the DM is associated with a formal
temperature and thereby K_DM = \sigma_DM^2 \rho_DM^{-2/3} is defined. This DM
entropy is related to the DM phase space density by K_DM \propto Q_DM^{-2/3}.
In accord with other studies the DM phase space density follows a power law
behaviour, Q_DM \propto r^{-1.82}, which corresponds to K_DM \propto r^{1.21}.
The simulated intra-cluster gas has a flat entropy core within (0.8 \pm 0.4)
R_s, where R_s is the NFW scale radius. The outer profile follows the DM
behaviour, K_g \propto r^{1.21}, in close agreement with X-ray observations.
Upon scaling the DM and gas densities by their mean cosmological values we find
that outside the entropy core a constant ratio of K_g / K_{DM} = 0.71 \pm 0.18
prevails. By extending the definition of the gas temperature to include also
the bulk kinetic energy the ratio of the DM and gas extended entropy is found
to be unity for r > 0.8 R_s. The constant ratio of the gas thermal entropy to
that of the DM implies that observations of the intra-cluster gas can provide
an almost direct probe of the DM.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 17:54:18 GMT""},{""version"":""v2"",""created"":""Fri, 8 Jun 2007 07:42:28 GMT""}]","2008-11-26"
"astro-ph/0608320","Christopher O'Dea","C. O'Dea, B. Mu, D. Worrall, J. Kastner, S. Baum, W. De Vries","XMM-NEWTON Detection of X-ray Emission from the Compact Steep Spectrum
  Radio Galaxy 3C303.1",,"Astrophys.J.653:1115-1120,2006","10.1086/508705",,"astro-ph",,"  Using XMM we detect faint unresolved X-ray emission from the Compact Steep
Spectrum radio galaxy 3C303.1. We detect a thermal component at kT = 0.8 keV
which seems likely to be produced in the ISM of the host galaxy. There is
evidence for a second component in the spectrum whose nature is currently
ambiguous. Plausible hypotheses for the second component include (1) hot gas
shocked by the expansion of the radio source, and (2) Synchrotron self-Compton
emission from the southern radio lobe if the magnetic field is below the
equipartition value by a factor of about 3.5.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 16:13:11 GMT""}]","2008-11-26"
"astro-ph/0608321","Cara E. Rakowski","C. E. Rakowski (1), N. S. Schulz (2), S. J. Wolk (1), P. Testa (2)
  ((1) Harvard-Smithsonian Center for Astrophysics, (2) MIT Kavli Institute)","Extraordinarily Hot X-ray Emission from the 09 Emission Line Star HD
  119682","5 pages including 2 postscript figures (slightly reduced), ApJ
  Letters, submitted July 19, 2006, accepted August 11, 2006","Astrophys.J.649:L111-L114,2006","10.1086/508350",,"astro-ph",,"  We present new optical and X-ray observations to show that the X-ray source 1
WGA J1346.5--6255 previously associated with the SNR G309.2--0.6 can be
unequivocally identified with the emission line star HD 119682 located in the
foreground open cluster NGC 5281. Images from Chandra in the X-ray band as well
as from Magellan in the narrow optical H-alpha band show a coincidence of the
source positions within 0.5"". The X-ray source appears extremely hot for an
OB-star identified as of O9.7e type. XMM-Newton spectra show plasma
temperatures of 1 keV and >8 keV with an X-ray luminosity of 6.2E32 +/-0.1E32
erg/s. The optical and X-ray properties are very reminiscent of the prototype
emission line star Gamma-Cas. We discuss the ramifications of this similarity
with respect to very early type emission line stars as a new class of hard
X-ray sources.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 18:59:47 GMT""}]","2009-11-11"
"astro-ph/0608322","Daniele Malesani","M. Della Valle, G. Chincarini, N. Panagia, G. Tagliaferri, D.
  Malesani, V. Testa, D. Fugazza, S. Campana, S. Covino, V. Mangano, L. A.
  Antonelli, P. D'Avanzo, K. Hurley, I. F. Mirabel, L. J. Pellizza, S.
  Piranomonte and L. Stella","An enigmatic long-lasting gamma-ray burst not accompanied by a bright
  supernova","14 pages, 4 color figures. Final version accepted to Nature. Title
  and author list updated. Includes supplementary material and one extra color
  figure for presentations","Nature 444:1050-1052,2006","10.1038/nature05374",,"astro-ph",,"  Gamma-ray bursts (GRBs) are short, intense flashes of soft gamma-rays coming
from the distant Universe. Long-duration GRBs (those lasting more than ~2 s)
are believed to originate from the deaths of massive stars, mainly on the basis
of a handful of solid associations between GRBs and supernovae. GRB 060614, one
of the closest GRBs discovered, consisted of a 5-s hard spike followed by
softer, brighter emission that lasted for ~100 s. Here we report deep optical
observations of GRB 060614 showing no emerging supernova with absolute visual
magnitude brighter than M_V = -13.7. Any supernova associated with GRB 060614
was therefore at least 100 times fainter, at optical wavelengths, than the
other supernovae associated with GRBs. This demonstrates that some long-lasting
GRBs can either be associated with a very faint supernova or produced by
different phenomena.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 19:38:20 GMT""},{""version"":""v2"",""created"":""Tue, 15 Aug 2006 22:32:22 GMT""},{""version"":""v3"",""created"":""Sun, 28 Jan 2007 21:33:51 GMT""}]","2009-10-19"
"astro-ph/0608323","Stephen Cenko","S. Bradley Cenko, Derek B. Fox, Dae-Sik Moon, Fiona A. Harrison, S. R.
  Kulkarni, John R. Henning, C. Dani Guzman, Marco Bonati, Roger M. Smith,
  Robert P. Thicksten, Michael W. Doyle, Hal L. Petrie, Avishay Gal-Yam, Alicia
  M. Soderberg, Nathaniel L. Anagnostou, Anastasia C. Laity","The Automated Palomar 60-Inch Telescope","Accepted in PASP; 26 pages, 7 figures; high resolution version at
  http://www.srl.caltech.edu/~cenko/public/papers/p60.ps",,"10.1086/508366",,"astro-ph",,"  We have converted the Palomar 60-inch telescope (P60) from a classical night
assistant-operated telescope to a fully robotic facility. The automated system,
which has been operational since September 2004, is designed for moderately
fast (t <~ 3 minutes) and sustained (R <~ 23 mag) observations of gamma-ray
burst afterglows and other transient events. Routine queue-scheduled
observations can be interrupted in response to electronic notification of
transient events. An automated pipeline reduces data in real-time, which is
then stored on a searchable web-based archive for ease of distribution. We
describe here the design requirements, hardware and software upgrades, and
lessons learned from roboticization. We present an overview of the current
system performance as well as plans for future upgrades.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 21:17:32 GMT""}]","2009-11-11"
"astro-ph/0608324","Philipp Podsiadlowski","Philipp Podsiadlowski (Oxford), Paolo A. Mazzali (MPA, Munich;
  Trieste), Pierre Lesaffre (Oxford, Cambridge, Paris), Christian Wolf
  (Oxford), Francisco Forster (Oxford)","Cosmological Implications of the Second Parameter of Type Ia Supernovae","10 pages, 6 figures, constructive comments welcome",,,,"astro-ph",,"  Theoretical models predict that the initial metallicity of the progenitor of
a Type Ia supernova (SN Ia) affects the peak of the supernova light curve. This
can cause a deviation from the standard light curve calibration employed when
using SNe Ia as standardizable distance candles and, if there is a systematic
evolution of the metallicity of SN Ia progenitors, could affect the
determination of cosmological parameters. Here we show that this metallicity
effect can be substantially larger than has been estimated previously, when the
neutronisation in the immediate pre-explosion phase in the CO white dwarf is
taken into account, and quantitatively assess the importance of metallicity
evolution for determining cosmological parameters. We show that, in principle,
a moderate and plausible amount of metallicity evolution could mimic a
lambda-dominated, flat Universe in an open, lambda-free Universe. However, the
effect of metallicity evolution appears not large enough to explain the high-z
SN Ia data in a flat Universe, for which there is strong independent evidence,
without a cosmological constant. We also estimate the systematic uncertainties
introduced by metallicity evolution in a lambda-dominated, flat Universe. We
find that metallicity evolution may limit the precision with which Omega_m and
w can be measured and that it will be difficult to distinguish evolution of the
equation of state of dark energy from metallicity evolution, at least from SN
Ia data alone.
","[{""version"":""v1"",""created"":""Tue, 15 Aug 2006 20:40:17 GMT""}]","2007-05-23"
