"astro-ph/0611580","Luis Anchordoqui","Luis A. Anchordoqui, John F. Beacom, Haim Goldberg, Sergio
  Palomares-Ruiz, Thomas J. Weiler","TeV gamma-rays from photo-disintegration/de-excitation of cosmic-ray
  nuclei","To be published in Phys. Rev. Lett","Phys.Rev.Lett.98:121101,2007","10.1103/PhysRevLett.98.121101",,"astro-ph hep-ph nucl-th",,"  It is commonly assumed that high-energy gamma-rays are made via either purely
electromagnetic processes or the hadronic process of pion production, followed
by decay. We investigate astrophysical contexts where a third process (A*) may
dominate, namely the photo-disintegration of highly boosted nuclei followed by
daughter de-excitation. Starbust regions such as Cygnus OB2 appear to be
promising sites for TeV gamma-ray emission via this mechanism. A unique feature
of the A* process is a sharp energy minimum ~ 10 TeV/(T/eV) for gamma-ray
emission from a thermal region of temperature T. We also check that a diffuse
gamma-ray component resulting from the interaction of a possible extreme-energy
cosmic-ray nuclei with background radiation is well below the observed EGRET
data. The A* mechanism described herein offers an important contribution to
gamma-ray astronomy in the era of intense observational activity.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 17:30:47 GMT""},{""version"":""v2"",""created"":""Mon, 5 Feb 2007 18:10:13 GMT""}]","2008-11-26"
"astro-ph/0611581","Luis Anchordoqui","Luis A. Anchordoqui, John F. Beacom, Haim Goldberg, Sergio
  Palomares-Ruiz, Thomas J. Weiler","TeV gamma-rays and neutrinos from photo-disintegration of nuclei in
  Cygnus OB2","To be published in Phys. Rev. D","Phys.Rev.D75:063001,2007","10.1103/PhysRevD.75.063001",,"astro-ph hep-ph nucl-th",,"  TeV gamma-rays may provide significant information about high energy
astrophysical accelerators. Such gamma-rays can result from the
photo-de-excitation of PeV nuclei after their parents have undergone
photo-disintegration in an environment of ultraviolet photons. This process is
proposed as a candidate explanation of the recently discovered HEGRA source at
the edge of the Cygnus OB2 association. The Lyman-alpha background is provided
by the rich O and B stellar environment. It is found that (1) the HEGRA flux
can be obtained if there is efficient acceleration at the source of lower
energy nuclei; (2) the requirement that the Lorentz-boosted ultraviolet photons
can excite the Giant Dipole resonance implies a strong suppression of the
gamma-ray spectrum compared to an E_\gamma^{-2} behavior at energies \alt 1 TeV
(some of these energies will be probed by the upcoming GLAST mission); (3) a
TeV neutrino counterpart from neutron decay following helium
photo-disintegration will be observed at IceCube only if a major proportion of
the kinetic energy budget of the Cygnus OB2 association is expended in
accelerating nuclei.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 20:34:53 GMT""},{""version"":""v2"",""created"":""Mon, 5 Feb 2007 18:49:56 GMT""}]","2008-11-26"
"astro-ph/0611618","Javier Cenarro","A. J. Cenarro, R. F. Peletier, P. Sanchez-Blazquez, S. O. Selam, E.
  Toloba, N. Cardiel, J. Falcon-Barroso, J. Gorgas, J. Jimenez-Vicente, A.
  Vazdekis","Medium-resolution Isaac Newton Telescope library of empirical spectra -
  II. The stellar atmospheric parameters","To be published in MNRAS. LaTeX file, 29 pages and 4 Postscript
  figures. Additional material available at
  http://www.ucm.es/info/Astrof/miles/miles.html","Mon.Not.Roy.Astron.Soc.374:664-690,2007","10.1111/j.1365-2966.2006.11196.x",,"astro-ph",,"  We present a homogeneous set of stellar atmospheric parameters Teff, log g,
[Fe/H] for MILES, a new spectral stellar library covering the range 3525 - 7500
angstrom at 2.3 angstrom (FWHM) spectral resolution. The library consists of
985 stars spanning a large range in atmospheric parameters, from super
metal-rich, cool stars to hot, metal-poor stars. The spectral resolution,
spectral type coverage and number of stars represent a substantial improvement
over previous libraries used in population synthesis models. The atmospheric
parameters that we present here are the result of a previous, extensive
compilation from the literature. In order to construct a homogeneous dataset of
atmospheric parameters we have taken the sample of stars of Soubiran, Katz &
Cayrel, which has very well determined fundamental parameters, as the standard
reference system for our field stars, and have calibrated and bootstrapped the
data from other papers against it. The atmospheric parameters for our cluster
stars have also been revised and updated according to recent metallicity
scales, colour-temperature relations and improved set of isochrones.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 17:09:57 GMT""}]","2008-11-26"
"astro-ph/0611632","Elena Franciosini","E. Franciosini, I. Pillitteri, B. Stelzer, G. Micela, K. R. Briggs, L.
  Scelsi, A. Telleschi, M. Audard, F. Palla, M. Guedel","Spectral properties of X-ray bright variable sources in the Taurus
  Molecular Cloud","18 pages, 11 figures, 3 tables. Accepted by A&A, to appear in a
  special section/issue dedicated to the XMM-Newton Extended Survey of the
  Taurus Molecular Cloud (XEST)",,"10.1051/0004-6361:20066536",,"astro-ph",,"  We analyze 19 bright variable X-ray sources detected in the XMM-Newton
Extended Survey of the Taurus Molecular Cloud (XEST), in order to characterize
the variations with time of their coronal properties and to derive informations
on the X-ray emitting structures. We performed time-resolved spectroscopy of
the EPIC PN and MOS spectra of the XEST sources, using a model with one or two
thermal components, and we used the time evolution of the temperatures and
emission measures during the decay phase of flares to derive the size of the
flaring loops. The light curves of the selected sources show different types of
variability: flares, long-lasting decay or rise through the whole observation,
slow modulation or complex flare-like variability. Spectral analysis shows
typical quiescent plasma temperatures of 5-10 MK and 15-35 MK; the cool
component generally remains constant, while the observed flux changes are due
to variations of the hot component. During flares the plasma reaches
temperatures up to 100 MK and luminosities up to $\sim 10^{31}$ erg s$^{-1}$.
Loop sizes inferred from flare analysis are generally smaller than or
comparable to the stellar radius.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 16:00:36 GMT""}]","2009-11-11"
"astro-ph/0611633","Todor Stanev","Todor Stanev (Bartol Research Institute, Department of Physics and
  Astronomy, University of Delaware)","The transition from galactic to extragalactic cosmic rays","6 pages, 3 figures, written in LaTeX, to be published in the
  Proceedings of the NOW 2006 workshop","Nucl.Phys.Proc.Suppl.168:252-257,2007","10.1016/j.nuclphysbps.2007.02.021",,"astro-ph",,"  We discuss the region of transition between galactic and extragalactic cosmic
rays. The exact shapes and compositions of these two components contains
information about important parameters of powerful astrophysical sources and
the conditions in extragalactic space. Several types of experimental data,
including the exact shape of the ultrahigh energy cosmic rays, their chemical
composition and their anisotropy, and the fluxes of cosmogenic neutrinos have
to be included in the solution of this problem.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 16:08:48 GMT""}]","2008-11-26"
"astro-ph/0611634","Michael Connelley","Michael S. Connelley, Bo Reipurth, and Alan T. Tokunaga","Infrared Nebulae Around Young Stellar Objects","79 pages, 33 figures","Astron.J.133:1528-1559,2007","10.1086/511745",,"astro-ph",,"  We present a K-band atlas of 106 reflection nebulae, 41 of which are new
discoveries. We observed these nebulae with the UH 2.2 m telescope in the
course of an imaging survey of 197 objects that were selected to be nearby
young Class I sources. K-band images and flux calibrated surface brightness
contour plots of each nebula are presented. We found that the near-IR
luminosities and physical sizes of the nebulae increase with the bolometric
luminosity of the illuminating sources. Only 22 nebulae, about 10% of these
candidate Class I sources, have indications of shocked H_2 emission. The great
variety of nebulae that we observed prevented us from classifying them based on
morphology. However, we note that as the spectral index decreases, the central
star is more frequently visible at K-band and the flux from the central star
tends to be dominant over the flux from the nebula. For objects that have a
higher spectral index, most of the K-band flux is from the reflection nebula,
and the central star is less frequently visible. The nebula around IRAS
05450+0019 has a unique morphology, and we speculate that it may be an example
of a disk shadow being projected into the surrounding cloud. We present J, H,
and K-band images of this object with surface brightness contours, as well as
its SED from 1.2 microns to 100 microns.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 17:00:03 GMT""}]","2008-11-26"
"astro-ph/0611635","Yue Shen","Yue Shen (1,2), John S. Mulchaey (2), Somak Raychaudhury (3), Jesper
  Rasmussen (3), Trevor J. Ponman (3) ((1) Princeton Univ. (2) OCIW (3)
  University of Birmingham)","Differences in the AGN Populations of Groups and Clusters: Clues to AGN
  Evolution","accepted to ApJL, 5 pages, 1 figure","Astrophys.J.654:L115-L118,2007","10.1086/511030",,"astro-ph",,"  We combine optical and X-ray data for eight low redshift ($z\sim 0.06$) poor
groups of galaxies from the {\it XI}({\it XMM/IMACS}) Groups Project to study
the AGN population in the group environment. Among $\sim 140$ group members, we
identify five AGN based on their optical emission lines. None of these
optically-selected AGN are detected by {\it XMM-Newton}. One additional AGN is
discovered in the {\it XMM-Newton} observations. This X-ray detected AGN, which
has no obvious AGN emission line signatures in its optical spectrum, is a
member of the only X-ray luminous group in our sample. The lack of a
significant population of X-ray bright, but optically dull AGN among less
dynamically evolved groups is in stark contrast to the large fraction of such
objects in rich clusters of galaxies (Martini et al. 2006). We suggest this
result can be explained by a physical scenario for AGN accretion evolution: AGN
activity is initially triggered by galaxy merging, leading to a high accretion
rate and an optically dominant phase (via thin disk accretion). As the
accretion rate drops in time, the AGN gradually enters an X-ray dominant
low-accretion phase (via a radiative inefficient accretion flow). In this
picture, optical- and X-ray-selected AGN are the same population of
supermassive black holes observed at different epochs. Within the context of
this scenario, the majority of AGN in poor groups are in the high-accretion
optically dominant phase, while the AGN population in rich clusters is mostly
in the low-accretion X-ray dominant phase.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 17:29:59 GMT""}]","2010-11-05"
"astro-ph/0611636","Lisa Prato","L. Prato","A Survey for Young Spectroscopic Binary K7-M4 Stars in Ophiuchus","30 pages, 6 figures; accepted in Astrophysical Journal","Astrophys.J.657:338-346,2007","10.1086/510882",,"astro-ph",,"  This paper describes a high-resolution, infrared spectroscopic survey of
young, low-mass stars designed to identify and characterize pre-main-sequence
spectroscopic binaries. This is the first large infrared radial velocity survey
of very young stars to date. The frequency and mass ratio distribution of the
closest, low-mass binaries bear directly on models of stellar, brown dwarf, and
planetary mass companion formation. Furthermore, spectroscopic binaries can
provide mass ratios and ultimately masses, independent of assumptions, needed
to calibrate models of young star evolution. I present the initial results from
observations of a uniform sample of 33 T Tauri M stars in the Ophiuchus
molecular cloud. The average mass of this sample is less than that of other
young star radial velocity surveys of similar scope by a factor of ~2. Almost
every star was observed at 3-4 epochs over 3 years with the 10 meter Keck II
telescope and the facility infrared spectrometer NIRSPEC. An internal precision
of 0.43 km/s was obtained with standard cross-correlation calibration
techniques. Four of the targets are newly discovered spectroscopic binaries,
one of which is located in a sub-arcsecond, hierarchical quadruple system.
Three other sub-arcsecond visual binaries were also serendipitously identified
during target acquisition. The spectroscopic multiplicity of the sample is
comparable to that of earlier type, pre-main-sequence objects. Therefore, there
is no dearth of young, low-mass spectroscopic binary stars, at least in the
Ophiuchus region.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 17:46:08 GMT""}]","2008-11-26"
"astro-ph/0611637","Anthony N. Aguirre","Anthony Aguirre, Joop Schaye","How Did the IGM Become Enriched?","12 pages; To appear in the proceedings of the CRAL-Conference Series
  I ""Chemodynamics: from first stars to local galaxies"", Lyon 10-14 July 2006,
  France, Eds. Emsellem, Wozniak, Massacrier, Gonzalez, Devriendt, Champavert,
  EAS Publications Series",,"10.1051/eas:2007024",,"astro-ph",,"  The enrichment of the intergalactic medium with heavy elements is a process
that lies at the nexus of poorly-understood aspects of physical cosmology. We
review current understanding of the processes that may remove metals from
galaxies, the basic predictions of these models, the key observational
constraints on enrichment, and how intergalactic enrichment may be used to test
cosmological simulations.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 18:39:14 GMT""}]","2009-11-11"
"astro-ph/0611638","Nicholas Sterling","N. C. Sterling (1, 2), Harriet L. Dinerstein (1), and T. R. Kallman
  (2) ((1) University of Texas at Austin, (2) NASA Goddard Space Flight Center)","The Abundances of Light Neutron-Capture Elements in Planetary Nebulae --
  I. Photoionization Modeling and Ionization Corrections","61 pages, including 3 figures and 2 appendices. Accepted for
  publication in ApJS",,,,"astro-ph",,"  We have conducted a large-scale survey of 120 planetary nebulae (PNe) to
search for the near-infrared emission lines [Kr III] 2.199 and [Se IV] 2.287
microns. The neutron(n)-capture elements Se and Kr may be enriched in a PN if
its progenitor star experienced s-process nucleosynthesis and third dredge-up.
In order to determine Se and Kr abundances, we have added these elements to the
atomic databases of the photoionization codes Cloudy and XSTAR, which we use to
derive ionization correction factors (ICFs) to account for the abundances of
unobserved Se and Kr ions. However, much of the atomic data governing the
ionization balance of these two elements are unknown, and have been
approximated from general principles. We find that uncertainties in the atomic
data can lead to errors approaching 0.3 dex in the derived Se abundances, and
up to 0.2--0.25 dex for Kr. To reduce the uncertainties in the Kr ionization
balance stemming from the approximate atomic data, we have modeled ten bright
PNe in our sample, selected because they exhibit emission lines from multiple
Kr ions in their optical and near-infrared spectra. We have empirically
adjusted the uncertain Kr atomic data until the observed line intensities of
the various Kr ions are adequately reproduced by our models. Using the adjusted
Kr atomic data, we have computed a grid of models over a wide range of physical
parameters (central star temperature, nebular density, and ionization
parameter), and derived formulae that can be used to compute Se and Kr ICFs. In
the second paper of this series, we will apply these ICFs to our full sample of
120 PNe, which comprises the first large-scale survey of n-capture elements in
PNe.
","[{""version"":""v1"",""created"":""Mon, 20 Nov 2006 18:36:47 GMT""}]","2007-05-23"
