"astro-ph/0602533","Tomasz Bulik","K. Kulczycki, T. Bulik, K. Belczynski, B. Rudak","VIRGO sensitivity to binary coalescences and the Population III black
  hole binaries","sumbitted to A&A",,"10.1051/0004-6361:20065080",,"astro-ph",,"  We analyze the properties of VIRGO detector with the aim of studying its
ability to search for coalescing black hole binaries. We focus on the remnants
of the Population III stars, which currently should be massive black holes
($\sim 100-1000 M_\odot$), some of them bound in binary systems. The
coalescence of such binaries due to emission of gravitational waves may be
currently observable. We use a binary population synthesis to model the
evolution of Population III binaries. We calculate the signal to noise ratios
of gravitational waves emitted by the system in each of the coalescence phase:
inspiral, merger and ringdown, and provide simple formulae for the signal to
noise ratio as a function of masses of the binaries. We estimate the detection
rates for the VIRGO interferometer and also compare them with the estimates for
the current LIGO. We show that these expected rates are similar to, or larger
than the expected rates from coalescences of Population I and II compact object
binaries.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 20:44:47 GMT""}]","2009-11-11"
"astro-ph/0602541","Valentina La Parola","V. La Parola, V. Mangano, D. Fox, B. Zhang, H.A. Krimm, G. Cusumano,
  T.Mineo, D. Burrows, S. Barthelmy, S. Campana, M. Capalbi, G. Chincarini, N.
  Gehrels, P. Giommi, F.E. Marshall, P. Meszaros, A. Moretti, P.T. O'Brien,
  D.M. Palmer, M. Perri, P. Romano, G. Tagliaferri","GRB051210: Swift detection of a short gamma ray burst","5 pages, 3 figures, submitted to A&A Letters","Astron.Astrophys.462:73,2007","10.1051/0004-6361:20065083",,"astro-ph",,"  The short/hard GRB051210 was detected and located by the Swift-BAT instrument
and rapidly pointed towards by the narrow field instrumens. The XRT was able to
observe a bright X-ray afterglow, one of the few ever observed for this class
of bursts. We present the analysis of the prompt and afterglow emission of this
event The BAT spectrum is a power-law with photon index 1.1 +/-0.3. The X-ray
light curve decays with slope 2.58+/-0.11 and shows a small flare in the early
phases. The spectrum can be described with a power law with photon index
1.54+/-0.16 and absorption (7.5 (-3.2, +4.3)*10^20 cm-2 We find that the X-ray
emission is consistent with the hypothesis that we are observing the curvature
effect of a GRB occurred in a low density medium, with no detectable afterglow.
We estimate the density of the circumburst medium to be lower than 4*10^-3
cm^-3. We also discuss different hypothesis on the possible origin of the
flare.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 16:52:34 GMT""}]","2010-03-19"
"astro-ph/0602542","Naomi A. Ridge","Naomi A. Ridge, James Di Francesco, Helen Kirk, Di Li, Alyssa A.
  Goodman, Jo\~ao F. Alves, H\'ector G. Arce, Michelle A. Borkin, Paola
  Caselli, Jonathan B. Foster, Mark H. Heyer, Doug Johnstone, David A. Kosslyn,
  Marco Lombardi, Jaime E. Pineda, Scott L. Schnee, Mario Tafalla","The COMPLETE Survey of Star-Forming Regions: Phase I Data","Accepted by AJ. Full resolution version available from:
  http://www.cfa.harvard.edu/COMPLETE/papers/complete_phase1.pdf","Astron.J.131:2921-2933,2006","10.1086/503704",,"astro-ph",,"  We present an overview of data available for the Ophiuchus and Perseus
molecular clouds from ``Phase I'' of the COMPLETE Survey of Star-Forming
Regions. This survey provides a range of data complementary to the Spitzer
Legacy Program ``From Molecular Cores to Planet Forming Disks.'' Phase I
includes: Extinction maps derived from 2MASS near-infrared data using the NICER
algorithm; extinction and temperature maps derived from IRAS 60 and 100um
emission; HI maps of atomic gas; 12CO and 13CO maps of molecular gas; and
submillimetre continuum images of emission from dust in dense cores. Not
unexpectedly, the morphology of the regions appears quite different depending
on the column-density tracer which is used, with IRAS tracing mainly warmer
dust and CO being biased by chemical, excitation and optical depth effects.
Histograms of column-density distribution are presented, showing that
extinction as derived from 2MASS/NICER gives the closest match to a log-normal
distribution as is predicted by numerical simulations. All the data presented
in this paper, and links to more detailed publications on their implications
are publically available at the COMPLETE website.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 16:48:39 GMT""}]","2008-11-26"
"astro-ph/0602543","Imre Nagy","I. Nagy, A. Suli, B. Erdi","Pluto's moon system: survey of the phase space I","5 pages, 3 figures",,,,"astro-ph",,"  The dynamical structure of the phase space of the Pluto--Charon system is
studied in the model of the spatial circular restricted three-body problem by
using numerical methods. With the newly discovered two small satellites S/2005
P1 and S/2005 P2, the Pluto--Charon system can be considered as the first known
binary system in which celestial bodies move in P-type orbits. It is shown that
the two satellites are in the stable region of the phase space and their origin
by capture is unlikely. Also the large mass parameter allows to regard the
satellites as a model of a new class of exoplanets orbiting around stellar
binary systems.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 16:59:42 GMT""},{""version"":""v2"",""created"":""Mon, 27 Feb 2006 16:31:00 GMT""},{""version"":""v3"",""created"":""Thu, 2 Mar 2006 15:05:04 GMT""}]","2007-05-23"
"astro-ph/0602544","Igor Rogachevskii","N. Kleeorin and I. Rogachevskii","Effect of heat flux on differential rotation in turbulent convection","9 pages, 1 figure, REVTEX4, Phys. Rev. E, in press","Phys.Rev. E73 (2006) 046303","10.1103/PhysRevE.73.046303",,"astro-ph",,"  We studied the effect of the turbulent heat flux on the Reynolds stresses in
a rotating turbulent convection. To this end we solved a coupled system of
dynamical equations which includes the equations for the Reynolds stresses, the
entropy fluctuations and the turbulent heat flux. We used a spectral $\tau$
approximation in order to close the system of dynamical equations. We found
that the ratio of the contributions to the Reynolds stresses caused by the
turbulent heat flux and the anisotropic eddy viscosity is of the order of $\sim
10 (L_\rho / l_0)^2$, where $l_{0}$ is the maximum scale of turbulent motions
and $L_\rho$ is the fluid density variation scale. This effect is crucial for
the formation of the differential rotation and should be taken into account in
the theories of the differential rotation of the Sun, stars and planets. In
particular, we demonstrated that this effect may cause the differential
rotation which is comparable with the typical solar differential rotation.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 17:47:28 GMT""}]","2009-11-11"
"astro-ph/0602545","Orsola De Marco","Orsola De Marco, C.R. O'Dell, Pamela Gelfond, R. H. Rubin, S.C.O.
  Glover","Cloud fragmentation and proplyd-like features in HII regions imaged by
  HST","51 pages; 19 figures; 5 tables. Accepted by AJ","Astron.J.131:2580-2600,2006","10.1086/501528",,"astro-ph",,"  We have analyzed HST ACS and WFPC2 new and archival images of eight HII
regions to look for new proto-planetary disks (proplyds) similar to those found
in the Orion Nebula. We find a wealth of features similar in size (though many
are larger) to the bright cusps around the Orion Nebula proplyds. None of them,
however, contains a definitive central star. From this, we deduce that the new
cusps may not be proplyds, but instead are fragments of molecular cloud
material. Out of all the features found in the eight HII regions examined, only
one, an apparent edge-on silhouette in M17, may have a central star. This
feature might join the small number of bona fide proplyds found outside the
Orion Nebula, in M8, M20 and possibly in M16. In line with the results found
recently by Smith et al. (2005), the paucity of proplyds outside the Orion
Nebula, may be explained by their transient nature as well as by the specific
environmental conditions under whichthey can be observed.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 18:07:15 GMT""}]","2008-11-26"
"astro-ph/0602546","H. B. Hammel","H. B. Hammel, D. K. Lynch, R. W. Russell, M. L. Sitko, L. S.
  Bernstein, T. Hewagama","Mid-Infrared Ethane Emission on Neptune and Uranus","Accepted for publication in ApJ. 16 pages, 10 figures, 2 tables","Astrophys.J. 644 (2006) 1326-1333","10.1086/503599",,"astro-ph",,"  We report 8- to 13-micron spectral observations of Neptune and Uranus from
the NASA Infrared Telescope Facility spanning more than a decade. The
spectroscopic data indicate a steady increase in Neptune's mean atmospheric
12-micron ethane emission from 1985 to 2003, followed by a slight decrease in
2004. The simplest explanation for the intensity variation is an increase in
stratospheric effective temperature from 155 +/- 3 K in 1985 to 176 +/- 3 K in
2003 (an average rate of 1.2 K/year), and subsequent decrease to 165 +/- 3 K in
2004. We also detected variation of the overall spectral structure of the
ethane band, specifically an apparent absorption structure in the central
portion of the band; this structure arises from coarse spectral sampling
coupled with a non-uniform response function within the detector elements. We
also report a probable direct detection of ethane emission on Uranus. The
deduced peak mole fraction is approximately an order of magnitude higher than
previous upper limits for Uranus. The model fit suggests an effective
temperature of 114 +/- 3 K for the globally-averaged stratosphere of Uranus,
which is consistent with recent measurements indicative of seasonal variation.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 18:28:44 GMT""}]","2009-11-11"
"astro-ph/0602547","Roxana Lupu","R. E. Lupu, K. France, and S. R. McCandliss","Discovery of Lyman-alpha Pumped Molecular Hydrogen Emission in the
  Planetary Nebulae NGC 6853 and NGC 3132","emulate ApJ, 9 pages, 8 figures, 9 tables, ApJ accepted","Astrophys.J. 644 (2006) 981-989","10.1086/503603",,"astro-ph",,"  We report the first observation of Ly$\alpha$ pumped molecular hydrogen
emission lines in planetary nebulae. The H$_{2}$ emission observed in the
ultraviolet spectra of NGC 6853 and NGC 3132 can be explained by excitation of
vibrationally hot H$_{2}$ by Ly$\alpha$ photons. Constraints are placed on the
nebular Ly$\alpha$ emission profile, as well as the molecular hydrogen
temperature, column density and turbulent motion. These parameters are similar
for the two nebulae, pointing to similar physical conditions in these objects.
The ro-vibrational cascade following Ly$\alpha$ pumping is predicted to have
low surface brightness signatures in the visible and near infrared.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 20:08:38 GMT""}]","2009-11-11"
"astro-ph/0602548","Robert Nichol","R. C. Nichol (ICG Portsmouth), R. K. Sheth, Y. Suto, A. J. Gray, I.
  Kayo, R. H. Wechsler, F. Marin, G. Kulkarni, M. Blanton, A. J. Connolly, J.
  P. Gardner, B. Jain, C. J. Miller, A. W. Moore, A. Pope, J. Pun, D.
  Schneider, J. Schneider, A. Szalay, I. Szapudi, I. Zehavi, N. A. Bahcall, I.
  Csabai, J. Brinkmann","The Effect of Large-Scale Structure on the SDSS Galaxy Three-Point
  Correlation Function","Accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc.368:1507-1514,2006","10.1111/j.1365-2966.2006.10239.x",,"astro-ph",,"  We present measurements of the normalised redshift-space three-point
correlation function (Q_z) of galaxies from the Sloan Digital Sky Survey (SDSS)
main galaxy sample. We have applied our ""npt"" algorithm to both a
volume-limited (36738 galaxies) and magnitude-limited sample (134741 galaxies)
of SDSS galaxies, and find consistent results between the two samples, thus
confirming the weak luminosity dependence of Q_z recently seen by other
authors. We compare our results to other Q_z measurements in the literature and
find it to be consistent within the full jack-knife error estimates. However,
we find these errors are significantly increased by the presence of the ``Sloan
Great Wall'' (at z ~ 0.08) within these two SDSS datasets, which changes the
3-point correlation function (3PCF) by 70% on large scales (s>=10h^-1 Mpc). If
we exclude this supercluster, our observed Q_z is in better agreement with that
obtained from the 2dFGRS by other authors, thus demonstrating the sensitivity
of these higher-order correlation functions to large-scale structures in the
Universe. This analysis highlights that the SDSS datasets used here are not
``fair samples'' of the Universe for the estimation of higher-order clustering
statistics and larger volumes are required. We study the shape-dependence of
Q_z(s,q,theta) as one expects this measurement to depend on scale if the large
scale structure in the Universe has grown via gravitational instability from
Gaussian initial conditions. On small scales (s <= 6h^-1 Mpc), we see some
evidence for shape-dependence in Q_z, but at present our measurements are
consistent with a constant within the errors (Q_z ~ 0.75 +/- 0.05). On scales
>10h^-1 Mpc, we see considerable shape-dependence in Q_z.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 21:01:24 GMT""}]","2009-11-11"
"astro-ph/0602549","Steven Allen","S.W. Allen (KIPAC, Stanford), R.J.H. Dunn, A.C. Fabian (IoA,
  Cambridge), G.B. Taylor (UNM) and C.S. Reynolds (UMD)","The relation between accretion rate and jet power in X-ray luminous
  elliptical galaxies","Accepted for publication in MNRAS. 10 pages, 4 figures. Includes an
  enhanced statistical analysis and some additional data. Conclusions unchanged","Mon.Not.Roy.Astron.Soc.372:21-30,2006","10.1111/j.1365-2966.2006.10778.x",,"astro-ph",,"  Using Chandra X-ray observations of 9 nearby, X-ray luminous ellipticals with
good optical velocity dispersion measurements, we show that a tight correlation
exists between the Bondi accretion rates calculated from the X-ray data and
estimated black hole masses, and the power emerging from these systems in
relativistic jets. The jet powers, inferred from the energies and timescales
required to inflate the cavities observed in the surrounding X-ray emitting
gas, can be related to the accretion rates by a power law model. A significant
fraction (2.2^{+1.0}_{-0.7} per cent, for P_jet=10^{43} erg/s) of the energy
associated with the rest mass of material entering the accretion radius
eventually emerges in the jets. The data also hint that this fraction may rise
slightly with increasing jet power. Our results have significant implications
for studies of accretion, jet formation and galaxy formation. The tight
correlation between P_Bondi and P_jet suggests that the Bondi formulae provide
a reasonable description of the accretion process, despite the likely presence
of magnetic pressure and angular momentum in the accreting gas, and that the
accretion flows are approximately stable over timescales of a few million
years. Our results show that the black hole `engines' at the hearts of large
elliptical galaxies and groups can feed back sufficient energy to stem cooling
and star formation, leading naturally to the observed exponential cut off at
the bright end of the galaxy luminosity function.
","[{""version"":""v1"",""created"":""Fri, 24 Feb 2006 22:01:52 GMT""},{""version"":""v2"",""created"":""Thu, 6 Jul 2006 19:29:01 GMT""}]","2010-04-06"
