"astro-ph/0601646","Cliff Burgess","C.P. Burgess, R. Holman and D. Hoover","On the Decoherence of Primordial Fluctuations During Inflation","31 pages, 1 figure","Phys.Rev.D77:063534,2008","10.1103/PhysRevD.77.063534","McMaster-06/01","astro-ph hep-ph hep-th",,"  We study the process whereby quantum cosmological perturbations become
classical within inflationary cosmology. By setting up a master-equation
formulation we show how quantum coherence for super-Hubble modes can be
destroyed by their coupling to the environment provided by sub-Hubble modes. We
identify what features the sub-Hubble environment must have in order to
decohere the longer wavelengths, and identify how the onset of decoherence (and
how long it takes) depends on the properties of the sub-Hubble physics which
forms the environment. Our results show that the decoherence process is largely
insensitive to the details of the coupling between the sub- and super-Hubble
scales. They also show how locality implies, quite generally, that the
decohered density matrix at late times is diagonal in the field representation
(as is implicitly assumed by extant calculations of inflationary density
perturbations). Our calculations also imply that decoherence can arise even for
couplings which are as weak as gravitational in strength.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 16:04:27 GMT""}]","2009-04-08"
"astro-ph/0601647","Sergey Koposov E.","Sergey Koposov, Elena Glushkova & Ivan Zolotukhin","Search for and investigation of new stellar clusters using the data from
  huge stellar catalogues","Proceedings of the 79th Annual Scientific Meeting of the
  Astronomische Gesellschaft, Cologne(Germany), September 2005","Astron.Nachr. 326 (2005) 597","10.1002/asna.200585006",,"astro-ph",,"  We present new automatic methods of search for star clusters using the data
available in new huge stellar catalogues. Using 2MASS catalogue we have
discovered over ten new open clusters in the region of Galaxy anticenter and
determined their physical parameters.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 16:36:07 GMT""}]","2007-05-23"
"astro-ph/0601648","Evgueni Jilinski","R. de la Reza, E. Jilinski, and V. G. Ortega","Dynamical Evolution of the TW Hya Association","Accepted to Astronomical Journal","Astron.J.131:2609-2614,2006","10.1086/501525",,"astro-ph",,"  Using Galactic dynamics we have determined the age of the low mass post-T
Tauri stars TW Hya Association (TWA). To do so we applied the method of Ortega
et al.(2002, 2004) to five stars of the association with Hipparcos measured
distances (TWA 1, TWA 4,TWA 9,TWA 11,TWA 19).The method is based on the
calculation of the past 3D orbits of the stars. Of these stars only TWA 9
presents a quite different orbit so that it does not appear to be a dynamical
member of TWA. The four remaining stars have a first maximum orbits'
confinement at the age of -8.3 $\pm{0.8}$ Myr which is considered the dynamical
age of TWA. This confinement fixes the probable 3D forming region of TWA with a
mean radius of 14.5 pc. This region is related to the older subgroups of the
Sco-Cen OB association, Lower Centaurus Crux (LCC) and Upper Centaurus Lupus
(UCL), both with a mean age of about 18 Myr. This dynamical age of TWA and that
of the $\beta$ Pic Moving Group (BPMG) with an age of 11 Myr, also discussed
here, introduce a more precise temporal scale for studies of disks evolution
and planetary formation around some stars of these associations. Using the
retraced orbit of the runaway star HIP 82868 we examine the possibility that
the formation of TWA was triggered by a supernova (SN) explosion. It is shown
that for the four considered TWA stars, the expansion in volume is a factor of
five since their origin to the present state. This is mainly due to the
presently more distant star TWA 19.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 16:40:45 GMT""}]","2008-11-26"
"astro-ph/0601649","Kay Justtanont","K. Justtanont, G. Olofsson, C. Dijkstra, A.W. Meyer","Near-infrared observations of water-ice in OH/IR stars","10 pages, 6 figures : accepted for publication in A&A",,"10.1051/0004-6361:20054569",,"astro-ph",,"  A search for the near-infrared water-ice absorption band was made in a number
of very red OH/IR stars which are known to exhibit the 10um silicate
absorption. As a by-product, accurate positions of these highly reddened
objects are obtained. We derived a dust mass loss rate for each object by
modelling the spectral energy distribution and the gas mass loss rate by
solving the equation of motion for the dust drag wind. The derived mass loss
rates show a strong correlation with the silicate optical depth as well as that
of the water-ice. The stars have a high mass loss rate (> 1.0E-4 Msun/yr) with
an average gas-to-dust mass ratio of 110. In objects which show the 3.1um
water-ice absorption, the near-IR slope is much steeper than those with no
water-ice. Comparison between our calculated mass loss rates and those derived
from OH and CO observations indicates that these stars have recently increased
their mass loss rates.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 16:52:29 GMT""}]","2009-11-11"
"astro-ph/0601650","Kefeng Sun","K. Sun, C. Kramer, V. Ossenkopf, F. Bensch, J. Stutzki and M. Miller","A KOSMA 7 deg^2 13CO 2--1 & 12CO 3--2 survey of the Perseus cloud","11 pages, 10 figures, accepted by A&A",,,,"astro-ph",,"  Characterizing the spatial and velocity structure of molecular clouds is a
first step towards a better understanding of interstellar turbulence and its
link to star formation. We present observations and structure analysis results
for a large-scale (~ 7.10 deg^2) 13CO J = 2--1 and 12 CO J = 3--2 survey
towards the nearby Perseus molecular cloud observed with the KOSMA 3m
telescope. We study the spatial structure of line-integrated and velocity
channel maps, measuring the $\Delta$-variance as a function of size scale. We
determine the spectral index $\beta$ of the corresponding power spectrum and
study its variation across the cloud and across the lines. We find that the
spectra of all CO line-integrated maps of the whole complex show the same
index, $\beta$ ~ 3.1, for scales between about 0.2 and 3pc, independent of
isotopomer and rotational transition. A complementary 2MASS map of optical
extinction shows a noticeably smaller index of 2.6. In contrast to the overall
region, the CO maps of individual subregions show a significant variation of
$\beta$. The 12CO 3--2 data provide e.g. a spread of indices between 2.9 in
L1455 and 3.5 in NGC1333. In general, active star forming regions show a larger
power-law exponent. We find that the $\Delta$-variance spectra of individual
velocity channel maps are very sensitive to optical depth effects clearly
indicating self-absorption in the densest regions. When studying the dependence
of the channel-map spectra as a function of the velocity channel width, the
expected systematic increase of the spectral index with channel width is only
detected in the blue line wings.This could be explained by a filamentary,
pillar-like structure which is left at low velocities while the overall
molecular gas is swept up by a supernova shock wave.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 17:44:13 GMT""},{""version"":""v2"",""created"":""Sun, 29 Jan 2006 02:41:07 GMT""}]","2007-05-23"
"astro-ph/0601651","Ann-Marie Stobbart","A-M. Stobbart, T. P. Roberts, J. Wilms","XMM-Newton observations of the brightest Ultraluminous X-ray sources","17 pages, 3 figures, accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 368 (2006) 397-413","10.1111/j.1365-2966.2006.10112.x",,"astro-ph",,"  We present an analysis of 13 of the best quality EPIC ULX datasets. We
utilise the high signal-to-noise in these ULX spectra to investigate the best
descriptions of their spectral shape in the 0.3-10 keV range. Simple models of
an absorbed power-law or multicolour disc blackbody prove inadequate at
describing the spectra. Better fits are found using a combination of these two
components, with both variants of this model - a cool (0.2 keV) disc blackbody
plus hard power-law continuum, and a soft power-law continuum plus a warm (1.7
keV) disc blackbody - providing good fits to 8/13 ULX spectra. However, by
examining the data above 2 keV, we find evidence for curvature in the majority
of datasets, inconsistent with the dominance of a power-law in this regime. The
most successful empirical description of the spectra proved to be a combination
of a cool (0.2 keV) classic blackbody spectrum, plus a warm disc blackbody
(good fits to 10/13 ULX spectra). The best overall fits are provided by a
physically self-consistent accretion disc plus Comptonised corona model (diskpn
+ eqpair), which fits acceptably to 11/13 ULXs. This model provides a physical
explanation for the spectral curvature, namely that it originates in an
optically-thick corona, though the accretion disc photons seeding this corona
still originate in an apparently cool disc. We note similarities between this
fit and models of Galactic black hole binaries at high accretion rates. We
conclude that this analysis of the best spectral data for ULXs shows it to be
plausible that the majority of the population are high accretion rate
stellar-mass (perhaps up to 80-Msun) black holes, though we cannot
categorically rule out the presence of larger, 1000-Msun intermediate-mass
black holes (IMBHs) in individual sources with the current X-ray data.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 19:49:40 GMT""}]","2009-11-11"
"astro-ph/0601652","Soebur Razzaque","Soebur Razzaque and Peter Meszaros","MeV-GeV emission from neutron-loaded short gamma-ray burst jets","13 pages, 2 figures. 1 figure added, minor changes, ApJ accepted","Astrophys.J.650:998-1003,2006","10.1086/507261",,"astro-ph hep-ph",,"  Recent discovery of the afterglow emission from short gamma-ray bursts
suggests that binary neutron star or black hole-neutron star binary mergers are
the likely progenitors of these short bursts. The accretion of neutron star
material and its subsequent ejection by the central engine implies a
neutron-rich outflow. We consider here a neutron-rich relativistic jet model of
short bursts, and investigate the high energy neutrino and photon emission as
neutrons and protons decouple from each other. We find that upcoming neutrino
telescopes are unlikley to detect the 50 GeV neutrinos expected in this model.
For bursts at z~0.1, we find that GLAST and ground-based Cherenkov telescopes
should be able to detect prompt 100 MeV and 100 GeV photon signatures,
respectively, which may help test the neutron star merger progenitor
identification.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 19:59:37 GMT""},{""version"":""v2"",""created"":""Wed, 28 Jun 2006 17:50:30 GMT""}]","2011-02-11"
"astro-ph/0601653","W. Butler Burton","Tom Voskes (1) and W. Butler Burton (1 and 2) ((1) Leiden University
  Observatory, (2) National Radio Astronomy Observatory)","The Warped HI Layer of the Outer Galaxy","44 pages, no figures. Version with figures available at
  ftp://ftp.cv.nrao.edu/NRAO-staff/bburton/warp/warp.pdf . M.Sc. thesis
  prepared by Tom Voskes at the University of Leiden, under supervision of W.B.
  Burton",,,,"astro-ph",,"  Using the Leiden/Dwingeloo Survey (Hartmann & Burton 1997) of the Galactic
sky north of declination -30 degrees as the principal component of a composite
data cube, the structure of the warped HI layer of the outer Galaxy was
displayed by converting the data cube from heliocentric (l,b,v) coordinates to
galactocentric (R,theta,z) coordinates. We masked out known high-velocity-cloud
complexes that might otherwise have contaminated the resulting description of
the warped layer. We considered analogous displays under controlled
circumstances by using as input medium a simulation of the same complete
(l,b,v) data cube corresponding to a modeled HI Galaxy of known morphology and
kinematics. By varying this artificial input we were able to check our method
of converting the data cube and to put constraints on the global parameters
that have been used to explain different asymmetries in the heliocentric data.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 20:10:18 GMT""}]","2007-05-23"
"astro-ph/0601654","Eugene Chiang","E. Chiang (UCB), Y. Lithwick (UCB/CITA), R. Murray-Clay (UCB), M. Buie
  (Lowell), W. Grundy (Lowell), M. Holman (Harvard CfA)","A Brief History of Trans-Neptunian Space","Final proofed version for Protostars and Planets V; some numbers
  adjusted by factors of 2; references updated",,,,"astro-ph",,"  The Edgeworth-Kuiper belt encodes the dynamical history of the outer solar
system. Kuiper belt objects (KBOs) bear witness to coagulation physics, the
evolution of planetary orbits, and external perturbations from the solar
neighborhood. We critically review the present-day belt's observed properties
and the theories designed to explain them. Theories are organized according to
a possible time-line of events. In chronological order, epochs described
include (1) coagulation of KBOs in a dynamically cold disk, (2) formation of
binary KBOs by fragmentary collisions and gravitational captures, (3) stirring
of KBOs by Neptune-mass planets (``oligarchs''), (4) eviction of excess
oligarchs, (5) continued stirring of KBOs by remaining planets whose orbits
circularize by dynamical friction, (6) planetary migration and capture of
Resonant KBOs, (7) creation of the inner Oort cloud by passing stars in an open
stellar cluster, and (8) collisional comminution of the smallest KBOs. Recent
work underscores how small, collisional, primordial planetesimals having low
velocity dispersion permit the rapid assembly of ~5 Neptune-mass oligarchs at
distances of 15-25 AU. We explore the consequences of such a picture. We
propose that Neptune-mass planets whose orbits cross into the Kuiper belt for
up to ~20 Myr help generate the high-perihelion members of the hot Classical
disk and Scattered belt. By contrast, raising perihelia by sweeping secular
resonances during Neptune's migration might fill these reservoirs too
inefficiently when account is made of how little primordial mass might reside
in bodies having sizes of order 100 km. These and other frontier issues in
trans-Neptunian space are discussed quantitatively.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 21:49:32 GMT""},{""version"":""v2"",""created"":""Mon, 21 Aug 2006 19:22:15 GMT""}]","2007-05-23"
"astro-ph/0601655","Martin Zwaan","M. A. Zwaan (1), J. X. Prochaska (2) ((1) ESO Garching, (2) UCO/Lick
  Observatory)","Where is the Molecular Hydrogen in Damped Lyman-Alpha Absorbers?","6 pages, 4 figures. Accepted for publication in the Astrophysical
  Journal","Astrophys.J. 643 (2006) 675-679","10.1086/503191",,"astro-ph",,"  We show in this paper why molecular millimeter absorption line searches in
DLAs have been unsuccessful. We use CO emission line maps of local galaxies to
derive the H2 column density distribution function f(N_H2) at z=0. We show that
it forms a natural extension to f(N_HI): the H2 distribution exceeds f(N_HI) at
N_H ~ 10^22 cm^-2 and exhibits a power law drop-off with slope ~ -2.5.
Approximately 97% of the H2 mass density rho_H2 is in systems above N_H2=10^21
cm^-2. We derive a value rho_H2 = 1.1 x 10^7 h_70 M_sun Mpc^-3, which is ~25%
the mass density of atomic hydrogen. Yet, the redshift number density of H2
above this N_H2 limit is only ~3 x 10^-4, a factor 150 lower than that for HI
in DLAs at z=0. Furthermore, we show that the median impact parameter between a
N_H2>10^21 cm^-2 absorber and the centre of the galaxy hosting the H2 gas is
only 2.5 kpc. Based on arguments related to the Schmidt law, we argue that H2
gas above this column density limit is associated with a large fraction of the
integral star formation rate density. Even allowing for an increased molecular
mass density at higher redshifts, the derived cross-sections indicate that it
is very unlikely to identify the bulk of the molecular gas in present quasar
absorption lines samples. We discuss the prospects for identifying this
molecular mass in future surveys.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 21:01:40 GMT""}]","2009-11-11"
"astro-ph/0601656","Sarah Robinson","Sarah E. Robinson (1), Gregory Laughlin (1), Peter Bodenheimer (1),
  and Debra Fischer (2) ((1) UCO/Lick Observatory, (2) SFSU)","Silicon and Nickel Enrichment in Planet-Host Stars: Observations and
  Implications for the Core-Accretion Theory of Planet Formation","45 pages, including 12 figures, accepted for publication in the
  Astrophysical Journal","Astrophys.J. 643 (2006) 484-500","10.1086/502795",,"astro-ph",,"  We present evidence that stars with planets exhibit statistically significant
silicon and nickel enrichment over the general metal-rich population. We also
present simulations which predict silicon enhancement of planet hosts within
the context of the core-accretion hypothesis for giant planet formation.
Because silicon and oxygen are both alpha elements, [Si/Fe] traces [O/Fe], so
the silicon enhancement in planet hosts predicts that these stars are
oxygen-rich as well. We present new numerical simulations of planet formation
by core accretion that establish the timescale on which a Jovian planet reaches
rapid gas accretion, t_rga, as a function of solid surface density sigma_solid:
(t_rga / 1 Myr) = (sigma_solid / 25.0 g cm^{-2})^{-1.44}. This relation enables
us to construct Monte Carlo simulations that predict the fraction of star-disk
systems that form planets as a function of [Fe/H], [Si/Fe], disk mass, outer
disk radius and disk lifetime. Our simulations reproduce both the known
planet-metallicity correlation and the planet-silicon correlation reported in
this paper. The simulations predict that 16% of Solar-type stars form
Jupiter-mass planets, in agreement with 12% predicted from extrapolation of the
observed planet frequency-semimajor axis distribution. Although a simple
interpretation of core accretion predicts that the planet-silicon correlation
should be much stronger than the planet-nickel correlation, we observe the same
degree of silicon and nickel enhancement in planet hosts. If this result
persists once more planets have been discovered, it might indicate a complexity
in the chemistry of planet formation beyond the simple accumulation of solids
in the core accretion theory.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 21:16:14 GMT""}]","2009-11-11"
"astro-ph/0601657","Wlodek Bednarek","W. Bednarek","Propagation of very high energy gamma-rays inside massive binaries LS
  5039 and LSI +61 303","15 pages, submitted to MNRAS","Mon.Not.Roy.Astron.Soc.368:579-591,2006","10.1111/j.1365-2966.2006.10121.x",,"astro-ph",,"  It is expected that high energy gamma-rays, if injected relatively close to
the massive stars in binary systems LS 5039 and LSI 61 3003, should be strongly
absorbed, initiating inverse Compton $e^\pm$ pair cascades in the anisotropic
radiation from stellar surfaces. We investigate influence of the propagation
effects on the spectral and angular features of the gamma-ray spectra emerging
from these two binary systems by applying the Monte Carlo method. Two different
hypothesis are considered: isotropic injection of primary gamma-rays with the
power law spectrum and electrons. It is concluded that propagation effects of
gamma-rays can be responsible for the spectral features observed from LS 5039.
The cascade processes occurring inside these binary systems significantly
reduce the gamma-ray opacity obtained in other works by simple calculations of
the escape of gamma-rays from the radiation fields of the massive stars. Both
systems provide very similar conditions for the TeV gamma-ray production at the
periastron passage. Any TeV gamma-ray flux at the apastron passage in LSI +61
303 will be relatively stronger with respect to its GeV flux than in LS 5039.
If gamma-rays are produced inside these binaries not far from the massive
stars, i.e. within a few stellar radii, then clear anticorrelation between the
GeV and TeV emission should be observed, provided that primary gamma-rays at
GeV and TeV energies are produced in the same process by the same population of
relativistic particles. These gamma-ray propagation features can be tested in
the near future by the multi-wavelength campaigns engaging the AGILE and GLAST
telescopes and the Cherenkov telescopes (e.g. MAGIC, HESS, VERITAS and
CANGAROO).
","[{""version"":""v1"",""created"":""Sat, 28 Jan 2006 10:11:26 GMT""}]","2009-11-11"
"astro-ph/0601658","Brandon Carter","Brandon Carter, Elie Chachoua","Newtonian mechanics of neutron superfluid in elastic star crust","31 pages Latex","Int.J.Mod.Phys. D15 (2006) 1329-1358","10.1142/S0218271806009145",,"astro-ph",,"  To account for pulsar frequency glitches, it is necessary to use a neutron
star crust model allowing not only for neutron superfluidity but also for
elastic solidity. These features have been treated separarately in previous
treatments of crust matter, but are combined here in a unified treatment that
is based on the use of a Lagrangian master functon, so that the coherence the
system is ensured by the relevant Noether identities. As well as the model
obtained directly from the variation principle, the same master function can
provide other conservative alternatives, allowing in particular for the effect
of perfect vortex pinning. It is also shown how such models can be generalised
to allow for dissipative effects, including that of imperfect pinning, meaning
vortex drag or creep.
","[{""version"":""v1"",""created"":""Sat, 28 Jan 2006 10:59:21 GMT""}]","2009-11-11"
"astro-ph/0601659","Evangelos Chaliasos","Evangelos Chaliasos","The rotating and accelerating Universe","This paper is based on earlier work, done during 1992-1994",,,,"astro-ph gr-qc math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  An attempt is made to explain the spiral structure of spiral galaxies through
a possible rotation of the Universe. To this end, we write down a possible form
of the metric, and we calculate the necessary quantities (Rik, Tik, ...) in
order to form the Einstein equations. We find the two Einstein equations
pertaining to the Robertson-Walker metric and no rotation at all in this way,
if we assume p+e not= 0. There are introduced then two suitable rotational
motions in the universe, and we try to generalize again the Robertson-Walker
metric in this way. The result is again null, since it is found that the
corresponding angular velocities must vanish, for p+e not= 0. A third attempt
is finally done, without restricting ourselves to generalize any existing
cosmological model. We introduce again two suitable rotational motions, and we
form the appropriate Einstein equations. After solving them, we find that the
two rotations, corresponding to the usual rotations on a torus, dictate again
the equation of state p+e = 0. This solution is a steady state one, and it
describes naturally the observationally discovered acceleration of the Universe
(1998), without a cosmological constant and the ambiguous dark energy.
","[{""version"":""v1"",""created"":""Sat, 28 Jan 2006 11:56:46 GMT""},{""version"":""v2"",""created"":""Mon, 27 Apr 2009 08:37:26 GMT""}]","2009-04-27"
"cond-mat/0601636","Thomas Speck","Tim Schmiedl, Thomas Speck and Udo Seifert","Entropy production for mechanically or chemically driven biomolecules",,"J. Stat. Phys. 128, 77 (2007)","10.1007/s10955-006-9148-1",,"cond-mat.stat-mech cond-mat.soft",,"  Entropy production along a single stochastic trajectory of a biomolecule is
discussed for two different sources of non-equilibrium. For a molecule
manipulated mechanically by an AFM or an optical tweezer, entropy production
(or annihilation) occurs in the molecular conformation proper or in the
surrounding medium. Within a Langevin dynamics, a unique identification of
these two contributions is possible. The total entropy change obeys an integral
fluctuation theorem and a class of further exact relations, which we prove for
arbitrarily coupled slow degrees of freedom including hydrodynamic
interactions. These theoretical results can therefore also be applied to driven
colloidal systems. For transitions between different internal conformations of
a biomolecule involving unbalanced chemical reactions, we provide a
thermodynamically consistent formulation and identify again the two sources of
entropy production, which obey similar exact relations. We clarify the
particular role degenerate states have in such a description.
","[{""version"":""v1"",""created"":""Fri, 27 Jan 2006 16:46:32 GMT""}]","2007-06-20"
