"astro-ph/0610844","Malcolm Fairbairn","Malcolm Fairbairn, Timur Rashba and Sergey Troitsky","Shining light through the Sun","Minor changes. Published in PRL under title ""Transparency of the Sun
  to gamma rays due to axionlike particles""","Phys.Rev.Lett.98:201801,2007","10.1103/PhysRevLett.98.201801",,"astro-ph hep-ph",,"  It is shown that the Sun can become partially transparent to high energy
photons in the presence of a pseudo-scalar. In particular, if the axion
interpretation of the PVLAS result were true then up to 2% of GeV energy gamma
rays might pass through the Sun, while an even stronger effect is expected for
some axion parameters. We discuss the possibilities of observing this effect.
Present data are limited to the observation of the solar occultation of 3C 279
by EGRET in 1991; 98% C.L. detection of a non-zero flux of gamma rays passing
through the Sun is not yet conclusive. Since the same occultation happens every
October, future experiments, e.g. GLAST, are expected to have better
sensitivity.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 20:48:42 GMT""},{""version"":""v2"",""created"":""Sat, 19 May 2007 10:01:56 GMT""}]","2008-11-26"
"astro-ph/0610865","J. D. Hague","J. D. Hague, B. R. Becker, M. S. Gold, J.A.J. Matthews","Power Laws and the Cosmic Ray Energy Spectrum","21 pages, 18 figures, submitted to Astro. Part. Phys","Astropart.Phys.27:455-464,2007","10.1016/j.astropartphys.2007.02.002",,"astro-ph math.ST stat.TH",,"  Two separate statistical tests are applied to the AGASA and preliminary Auger
Cosmic Ray Energy spectra in an attempt to find deviation from a pure
power-law. The first test is constructed from the probability distribution for
the maximum event of a sample drawn from a power-law. The second employs the
TP-statistic, a function defined to deviate from zero when the sample deviates
from the power-law form, regardless of the value of the power index. The AGASA
data show no significant deviation from a power-law when subjected to both
tests. Applying these tests to the Auger spectrum suggests deviation from a
power-law. However, potentially large systematics on the relative energy scale
prevent us from drawing definite conclusions at this time.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 18:50:06 GMT""}]","2008-11-26"
"astro-ph/0610867","Kenji Toma","Kenji Toma, Kunihito Ioka, Takanori Sakamoto, and Takashi Nakamura","Low-Luminosity GRB 060218: A Collapsar Jet from a Neutron Star, Leaving
  a Magnetar as a Remnant?","14 pages, 3 figures, 2 tables added, references added. Accepted for
  publication in ApJ. Replaced with the accepted version","Astrophys.J.659:1420-1430,2007","10.1086/512481","KUNS-2049","astro-ph",,"  The gamma-ray burst (GRB) 060218 has ~ 10^5 times lower luminosity than
typical long GRBs, and is associated with a supernova (SN). The radio afterglow
displays no jet break, so that this burst might arise from a
mildly-relativistic spherical outflow produced by the SN shock sweeping the
stellar surface. Since this model is energetically difficult, we propose that
the radio afterglow is produced by a non-relativistic phase of an initially
collimated outflow (jet). Our jet model is supported by the detection of
optical linear polarization in the SN component. We also show analytically that
the jet can penetrate a progenitor star. We analyzed the observational data of
the prompt emission of this burst and obtained a smooth power-law light curve
which might last longer than 10^6s. This behavior contrasts with the long
intermittent activities with the X-ray flares of typical GRBs, implying that
the central engine of this burst is different from those of typical GRBs. This
argument is consistent with the analysis of the SN component of this burst,
which suggests that the progenitor star was less massive and collapsed to a
neutron star instead of a black hole. The collimation-corrected event rate of
such low-luminosity GRBs is estimated to be ~ 10 times higher than that of
typical long GRBs, and they might form a different GRB population:
low-luminosity GRBs are produced by mildly-relativistic jets from neutron stars
at the collapses of massive stars, while typical long GRBs by
highly-relativistic jets from black holes. We suggest that the central engine
of GRB 060218 is a pulsar (or a magnetar) with the initial rotation period P_0
\~ 10ms and the magnetic field B ~ 10^16G. A giant flare from the magnetar
might be observed in future.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 20:34:16 GMT""},{""version"":""v2"",""created"":""Mon, 8 Jan 2007 11:30:27 GMT""}]","2010-11-05"
"astro-ph/0610892","Lara Sidoli","Lara Sidoli (1), Ada Paizis (1), Angela Bazzano (2), Sandro Mereghetti
  (1) (1-INAF/IASF Milano; 2-INAF/IASF Roma, Italy)","INTEGRAL observations of the X-ray burster 4U1850-087: first detection
  of hard X-ray emission extending above 50keV","To be published in the proceedings of the conference ""The
  Multicoloured Landscape of Compact Objects and their Explosive Origins"",
  eds.L.Burderi et al., held in Cefalu', Sicily (Italy), June 11-24, 2006.
  Submitted",,,,"astro-ph",,"  The X-ray burster 4U1850-087, located in the globular cluster NGC6712, is an
ultracompact binary likely harbouring a degenerate companion.The source has
been observed with INTEGRAL several times, during the monitoring of the
Galactic plane, with an unprecedented exposure time. The broad-band spectrum
(2-100 keV; INTEGRAL together with a quasi-simultaneous XMM-Newton observation)
is well described with a disk-blackbody emission (kTin=0.8keV) together with a
power-law (photon index of 2). We report here the first detection of hard X-ray
emission from this source above 50 keV. A lower limit on the presence of a high
energy cut-off can be placed at Ec>100keV.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 16:04:02 GMT""}]","2007-05-23"
"astro-ph/0610893","Jesper Rasmussen","Jesper Rasmussen (1), Jesper Sommer-Larsen (2), Kristian Pedersen (2),
  Sune Toft (3), Andrew Benson (4), Richard G. Bower (5), Lisbeth F. Olsen (2)
  ((1) Univ. of Birmingham, UK, (2) Dark Cosmology Centre, Copenhagen, (3) ESO,
  (4) Caltech, (5) Durham)","Investigating hot gas in the halos of two massive spirals: Observations
  and cosmological simulations","20 pages, 8 figures, submitted to ApJ",,,,"astro-ph",,"  Models of disk galaxy formation commonly predict the existence of an extended
reservoir of hot gas surrounding massive spirals at low redshift. As a test of
these models, we have obtained X-ray and optical data of the two massive
edge-on spirals NGC 5746 and NGC 5170, in order to investigate the amount and
origin of hot gas in their disks and halos. Chandra observations of NGC 5746
reveal evidence for diffuse X-ray emission with a total luminosity of ~7 x
10^39 erg/s surrounding this galaxy out to at least ~20 kpc from the disk,
whereas an identical study of the less massive NGC 5170 fails to detect any
extraplanar X-ray emission. Unlike the case for other disk galaxies with
detected X-ray halos, the halo emission around NGC 5746 is not accompanied by
extraplanar H-alpha or radio emission, and there is no evidence for significant
nuclear or starburst activity in the disk. In contrast to these other cases,
the emission around NGC 5746 therefore appears to arise from the cooling of
externally accreted material rather than from disk outflows. To verify this
idea, we present results of cosmological simulations of galaxy formation and
evolution, showing our observations to be in good agreement with expectations
for cosmological accretion, while also confirming that the X-ray halos of other
spirals do not fit well into an accretion scenario. We find that the estimated
cooling rate of hot halo gas around NGC 5746 would provide sufficient material
for star formation in the disk to proceed at its present rate. This lends
support to the idea that a supply of hot ambient gas is potentially available
as fuel for star formation in massive, nearby spirals, and suggests that
accretion of hot gas could be important for maintaining the stellar disks of
such galaxies.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 16:09:23 GMT""}]","2007-05-23"
"astro-ph/0610894","Yurii Pidopryhora","Yurii Pidopryhora (1 and 2), Felix J. Lockman (1), Joseph C. Shields
  (2) ((1) National Radio Astronomy Observatory, (2) Ohio University)","The Ophiuchus Superbubble: A Gigantic Eruption from the Inner Disk of
  the Milky Way","44 pages, 14 figures, accepted for publication in the Astrophysical
  Journal","Astrophys.J.656:928-942,2007","10.1086/510521",,"astro-ph",,"  While studying extraplanar neutral hydrogen in the disk-halo transition of
the inner Galaxy we have discovered what appears to be a huge superbubble
centered around l ~ 30 deg, whose top extends to latitudes > 25 deg at a
distance of about 7 kpc. It is detected in both HI and Halpha. Using the Green
Bank Telescope of the NRAO, we have measured more than 220,000 HI spectra at 9'
angular resolution in and around this structure. The total HI mass in the
system is ~ 10^6 Msol and it has an equal mass in H+. The Plume of HI capping
its top is 1.2 x 0.6 kpc in l and b and contains 3 x 10^4 Msol of HI. Despite
its location, (the main section is 3.4 kpc above the Galactic plane) the
kinematics of the Plume appears to be dominated by Galactic rotation, but with
a lag of 27 km/s from corotation. At the base of this structure there are
``whiskers'' of HI several hundreds of pc wide, reaching more than 1 kpc into
the halo; they have a vertical density structure suggesting that they are the
bubble walls and have been created by sideways rather than upwards motion. They
resemble the vertical dust lanes seen in NGC891. From a Kompaneets model of an
expanding bubble, we estimate that the age of this system is ~ 30 Myr and its
total energy content ~ 10^53 ergs. It may just now be at the stage where its
expansion has ceased and the shell is beginning to undergo significant
instabilities. This system offers an unprecedented opportunity to study a
number of important phenomena at close range, including superbubble evolution,
turbulence in an HI shell, and the magnitude of the ionizing flux above the
Galactic disk.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 16:11:09 GMT""}]","2008-11-26"
"astro-ph/0610895","Gabor Worseck","G. Worseck, L. Wisotzki","The Transverse Proximity Effect in Spectral Hardness","4 pages, 2 figures, to appear in the proceedings of ""Cosmic
  Frontiers"", Durham, UK, July 31-Aug 4, 2006, ASP Conf.Ser., paper is a
  summary of astro-ph/0601374",,,,"astro-ph",,"  We report on our recent detection of the transverse proximity effect of 4
foreground quasars near Q0302-003 (z=3.285) as a local hardness fluctuation in
the spectral shape of the intergalactic UV radiation field, found by
correlating the HI Ly\alpha absorption with the corresponding HeII Ly\alpha
absorption. We argue that the spectral hardness is a sensitive physical measure
to reveal the influence of quasars onto the UV background over scales of
several Mpc, and that it breaks the density degeneracy hampering the search for
the elusive transverse proximity effect. From the transverse proximity effect
on scales of several Mpc we obtain minimum quasar lifetimes of ~10-30Myr.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 16:48:36 GMT""}]","2007-05-23"
"astro-ph/0610896","Nazar Ikhsanov","N.R. Ikhsanov","Accretion by Isolated Neutron Stars","3 pages, to appear in Astrophysics and Space Science, in the
  proceedings of ""Isolated Neutron Stars: from the Interior to the Surface"",
  edited by D. Page, R. Turolla and S. Zane","Astrophys.SpaceSci.308:137-140,2007","10.1007/s10509-007-9351-9",,"astro-ph",,"  Accretion of interstellar material by an isolated neutron star is discussed.
The point I address here is the interaction between the accretion flow and the
stellar magnetosphere. I show that the interchange instabilities of the
magnetospheric boundary under the conditions of interest are basically
suppressed. The entry of the material into the magnetosphere is governed by
diffusion. Due to this reason the persistent accretion luminosity of isolated
neutron stars is limited to < 4E+26 erg/s. These objects can also appear as
X-ray bursters with the burst durations of about 30 minutes and repetition time
of about 1E+5 yr. This indicates that the number of the accreting isolated
neutron stars which could be observed with recent and modern X-ray missions is
a few orders of magnitude smaller than that previously estimated.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 16:51:05 GMT""}]","2008-11-26"
"astro-ph/0610897","Giulia Rodighiero","A. Franceschini (1), M. Vaccari (1), S. Berta (1), G. Rodighiero (1),
  C. Lonsdale (2) (1-Padova University, 2-University of California San Diego)","Galaxy Evolution through Infrared Surveys: from Spitzer to Herschel","Proceeding of the conference ""Studying Galaxy Evolution with Spitzer
  and Herschel"", Crete, May 28 - June 2, 2006. Eds. V. Charmandaris, D.
  Rigopoulou, N. Kylafis",,,,"astro-ph",,"  The Spitzer Space Telescope is devoting a significant fraction of the
observing time to multi-wavelength cosmological surveys of different depths in
various low-background sky regions. Several tens of thousand mid-IR galaxies
have been detected over a wide interval of redshifts. A progressively clearer
picture of galaxy evolution is emerging, which emphasizes populations of
luminous galaxies at z>1,likely corresponding to the main phases of stellar
formation and galaxy assembly. These results are entirely consistent with
previous outcomes from ISO, SCUBA and COBE observations, and provide valuable
constraints of high statistical and photometric precision. We briefly report
here on our attempt to extract from statistical data some general properties of
galaxy evolution and describe evidence that a population of very luminous
objects at z>1.5 share different properties from those of starbursts at lower
redshifts, indicating some seemingly anti-hierarchical behavior of galaxy
evolution in the IR. We warn, however, that these results are based on large,
still uncertain, extrapolations of the observed mid-IR to bolometric fluxes,
for measuring which the forthcoming far-IR and submillimetre Herschel Space
Observatory will be needed. We finally comment, based on our present
understanding, about Herschel capabilities for investigating the early phases
of galaxy evolution.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 17:07:56 GMT""}]","2007-05-23"
"astro-ph/0610898","Erika Grundstrom","E. D. Grundstrom, J. L. Blair, D. R. Gies, W. Huang, M. V. McSwain, D.
  Raghavan, R. L. Riddle, J. P. Subasavage, D. W. Wingert, A. M. Levine, R. A.
  Remillard","Joint H-alpha and X-ray Observations of Massive X-ray Binaries. I. The
  B-Supergiant System LS I +65 010 = 2S 0114+650","accepted to ApJ, 19 pages including 6 figures and 3 tables","Astrophys.J.656:431-436,2007","10.1086/510508",,"astro-ph",,"  We report on a three year spectroscopic monitoring program of the H-alpha
emission in the massive X-ray binary LS I +65 010 = 2S 0114+650, which consists
of a B-supergiant and a slowly rotating X-ray pulsar. We present revised
orbital elements that yield a period of P=11.5983 +/- 0.0006 d and confirm that
the orbit has a non-zero eccentricity e=0.18 +/- 0.05. The H-alpha emission
profile is formed in the base of the wind of the B-supergiant primary, and we
show how this spectral feature varies on timescales that are probably related
to the rotational period of the B-supergiant. We also examine the X-ray fluxes
from the Rossi X-ray Timing Explorer All-Sky Monitor instrument, and we show
that the X-ray orbital light curve has a maximum at periastron and a minimum at
the inferior conjunction of the B-supergiant. We also show that the wind
emission strength and the high energy X-ray flux appear to vary in tandem on
timescales of approximately a year.
","[{""version"":""v1"",""created"":""Mon, 30 Oct 2006 17:28:55 GMT""}]","2008-11-26"
