"astro-ph/0607617","Peter Pessev","Peter M. Pessev (STScI), Paul Goudfrooij (STScI), Thomas H. Puzia
  (STScI), & Rupali Chandar (JHU)","A Database of 2MASS Near-Infrared Colors of Magellanic Cloud Star
  Clusters","AJ August 2006 issue, 67 pages, 8 tables, 17 figures","Astron.J.132:781-800,2006","10.1086/505625","STScI e-print #1729","astro-ph",,"  The (rest-frame) near-IR domain contains important stellar population
diagnostics and is often used to estimate masses of galaxies at low as well as
high redshifts. However, many stellar population models are still relatively
poorly calibrated in this part of the spectrum. To allow an improvement of this
calibration we present a new database of integrated near-infrared JHKs
magnitudes for 75 star clusters in the Magellanic Clouds, using the 2-Micron
All-Sky Survey (2MASS). The majority of the clusters in our sample have robust
age and metallicity estimates from color-magnitude diagrams available in the
literature, and populate a range of ages from 10 Myr to 15 Gyr and a range in
[Fe/H] from -2.17 to +0.01 dex. A comparison with matched star clusters in the
2MASS Extended Source Catalog (XSC) reveals that the XSC only provides a good
fit to the unresolved component of the cluster stellar population. We also
compare our results with the often-cited single-channel JHK photometry of
Persson and collaborators, and find significant differences, especially for
their 30""-diameter apertures up to ~2.5 mag in the K-band, more than 1 mag in
J-K, and up to 0.5 mag in H-K. Using simulations to center apertures based on
maximum light throughput (as performed by Persson et al, we show that these
differences can be attributed to near-IR-bright cluster stars (e.g., Carbon
stars) located away from the true center of the star clusters. The wide age and
metallicity coverage of our integrated JHKs photometry sample constitutes a
fundamental dataset for testing population synthesis model predictions, and for
direct comparison with near-IR observations of distant stellar populations.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 17:46:40 GMT""}]","2008-11-26"
"astro-ph/0607620","Stefan Immler","S. Immler, P. J. Brown, P. Milne, L.-S. The, R. Petre, N. Gehrels, D.
  N. Burrows, J. A. Nousek, C. L. Williams, E. Pian, P. A. Mazzali, K. Nomoto,
  R. A. Chevalier, V. Mangano, S. T. Holland, P. W. A. Roming, J. Greiner and
  D. Pooley","X-Ray Observations of Type Ia Supernovae with Swift: Evidence for
  Circumstellar Interaction for SN 2005ke","12 pages, 3 figures, accpeted for publication in ApJL","Astrophys.J.648:L119-L122,2006","10.1086/507947",,"astro-ph",,"  We present a study of the early (days to weeks) X-ray and UV properties of
eight Type Ia supernovae (SNe Ia) which have been extensively observed with the
X-Ray Telescope (XRT) and UV/Optical Telescope (UVOT) onboard Swift, ranging
from 5-132 days after the outburst. SN 2005ke is tentatively detected (at a
3-3.6 sigma level of significance) in X-rays based on deep monitoring with the
XRT ranging from 8 to 120 days after the outburst. The inferred X-ray
luminosity [(2+/-1) x 10^{38} ergs/s; 0.3-2 keV band] is likely caused by
interaction of the SN shock with circumstellar material (CSM), deposited by a
stellar wind from the progenitor's companion star with a mass-loss rate of ~ 3
x 10^{-6} M_sun/yr (v_w/10 km/s). Evidence of CSM interaction in X-rays is
independently confirmed by an excess of UV emission as observed with the UVOT
onboard Swift, starting around 35 days after the explosion. The non-detection
of SN 2005ke with Chandra 105 days after the outburst implies a rate of decline
steeper than L_x \propto t^{-0.75}, consistent with the decline expected from
the interaction of the SN shock with a spherically symmetric CSM (t^{-1}). None
of the other seven SNe Ia is detected in X-rays or shows a UV excess, which
allows us to put tight constraints on the mass-loss rates of the progenitor
systems.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 17:04:51 GMT""}]","2010-03-19"
"astro-ph/0607621","Jodi Cooley","Jodi Cooley","Status and Perspectives of Dark Matter Searches","14 pages, 7 figures, to appear in proceedings from ""Les Rencontres de
  Physique de la Vallee d'Aoste"", March 5-11 2006, La Thuile (AO), Italy",,,,"astro-ph",,"  In the last year many collaborations searching for the dark matter
constituent have published results from their experiments. Here I give a review
of direct detection searches reported by the DAMA, KIMS, CDMS-II, EDELWEISS-I,
CRESST-II and ZEPLIN-I collaborations. I also outline the future plans of each
collaboration as well as the XENON10 collaboration.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 17:54:20 GMT""}]","2007-05-23"
"astro-ph/0607622","Glenn E. Ciolek","Glenn E. Ciolek and Shantanu Basu","Formation and Collapse of Nonaxisymmetric Protostellar Cores in Planar
  Magnetic Interstellar Clouds: Formulation of the Problem and Linear Analysis","30 pages, 7 figures Accepted by ApJ","Astrophys.J.652:442-457,2006","10.1086/507865",,"astro-ph",,"  We formulate the problem of the formation and collapse of nonaxisymmetric
protostellar cores in weakly ionized, self-gravitating, magnetic molecular
clouds. In our formulation, molecular clouds are approximated as isothermal,
thin (but with finite thickness) sheets. We present the governing dynamical
equations for the multifluid system of neutral gas and ions, including
ambipolar diffusion, and also a self-consistent treatment of thermal pressure,
gravitational, and magnetic (pressure and tension) forces. The dimensionless
free parameters characterizing model clouds are discussed. The response of
cloud models to linear perturbations is also examined, with particular emphasis
on length and time scales for the growth of gravitational instability in
magnetically subcritical and supercritical clouds. We investigate their
dependence on a cloud's initial mass-to-magnetic-flux ratio (normalized to the
critical value for collapse), the dimensionless initial neutral-ion collision
time, and also the relative external pressure exerted on a model cloud. Among
our results, we find that nearly-critical model clouds have significantly
larger characteristic instability lengthscales than do more distinctly sub- or
supercritical models. Another result is that the effect of a greater external
pressure is to reduce the critical lengthscale for instability. Numerical
simulations showing the evolution of model clouds during the linear regime of
evolution are also presented, and compared to the results of the dispersion
analysis. They are found to be in agreement with the dispersion results, and
confirm the dependence of the characteristic length and time scales on
parameters such as the initial mass-to-flux ratio and relative external
pressure.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 18:27:31 GMT""}]","2011-02-11"
"astro-ph/0607623","Rupal Mittal","Rupal Mittal, Richard Porcas, Olaf Wucknitz","Free-free absorption in the gravitational lens JVAS B0218+357","13 pages, 6 figures, submitted to A&A",,"10.1051/0004-6361:20066127",,"astro-ph",,"  We address the issue of anomalous image flux ratios seen in the double-image
gravitational lens JVAS B0218+357. From the multi-frequency observations
presented in a recent study (Mittal et al. 2006) and several previous
observations made by other authors, the anomaly is well-established in that the
image flux-density ratio (A/B) decreases from 3.9 to 2.0 over the observed
frequency range from 15 GHz to 1.65 GHz. In Mittal et al. (2006), the authors
investigated whether an interplay between a frequency-dependent structure of
the background radio-source and a gradient in the relative image-magnification
can explain away the anomaly. Insufficient shifts in the image centroids with
frequency led them to discard the above effect as the cause of the anomaly. In
this paper, we first take this analysis further by evaluating the combined
effect of the background source extension and magnification gradients in the
lens plane in more detail. This is done by making a direct use of the observed
VLBI flux-distributions for each image to estimate the image flux-density
ratios at different frequencies from a lens-model. As a result of this
investigation, this mechanism does not account for the anomaly. Following this,
we analyze the effects of mechanisms which are non-gravitational in nature on
the image flux ratios in B0218+357. These are free-free absorption and
scattering, and are assumed to occur under the hypothesis of a molecular cloud
residing in the lens galaxy along the line-of-sight to image A. We show that
free-free absorption due to an H II region covering the entire structure of
image A at 1.65 GHz can explain the image flux ratio anomaly. We also discuss
whether H II regions with physical parameters as derived from our analysis are
consistent with those observed in Galactic and extragalactic H II regions.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 18:42:30 GMT""}]","2009-11-11"
"astro-ph/0607624","Hendrik Schatz","H. Schatz, K. E. Rehm","X-ray binaries","23 pages, 1 figure, to appear in Nucl. Phys. A; updated to include
  discussion of astro-ph/0511247 which appeared after submission to NPA (v2)","Nucl.Phys. A777 (2006) 601-622","10.1016/j.nuclphysa.2005.05.200",,"astro-ph nucl-ex",,"  We review the nuclear astrophysics aspects of accreting neutron stars in
X-ray binaries. We summarize open astrophysical questions in light of recent
observations and their relation to the underlying nuclear physics. Recent
progress in the understanding of the nuclear physics, especially of X-ray
bursts, is also discussed.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 18:33:57 GMT""},{""version"":""v2"",""created"":""Tue, 1 Aug 2006 22:36:05 GMT""}]","2009-11-11"
"astro-ph/0607625","Hendrik Schatz","H. Schatz","The importance of nuclear masses in the astrophysical rp-process","14 pages, 4 figures, to appear in International Journal of Mass
  Spectroscopy",,"10.1016/j.ijms.2006.02.014",,"astro-ph nucl-ex",,"  The importance of mass measurements for astrophysical capture processes in
general, and for the rp-process in X-ray bursts in particular is discussed. A
review of the current uncertainties in the effective lifetimes of the major
waiting points 64Ge, 68Se, and 72Kr demonstrates that despite of recent
measurements uncertainties are still significant. It is found that mass
measurements with an accuracy of the order of 10 keV or better are desirable,
and that reaction rate uncertainties play a critical role as well.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 18:49:04 GMT""}]","2015-06-24"
"astro-ph/0607626","Syksy Rasanen","Syksy Rasanen","Accelerated expansion from structure formation","44 pages, 1 figure. Expanded treatment of topics from the Gravity
  Research Foundation contest essay astro-ph/0605632. v2: Added references,
  clarified wordings. v3: Published version. Minor changes and corrections,
  added a reference","JCAP0611:003,2006","10.1088/1475-7516/2006/11/003","CERN-PH-TH/2006-148","astro-ph gr-qc",,"  We discuss the physics of backreaction-driven accelerated expansion. Using
the exact equations for the behaviour of averages in dust universes, we explain
how large-scale smoothness does not imply that the effect of inhomogeneity and
anisotropy on the expansion rate is small. We demonstrate with an analytical
toy model how gravitational collapse can lead to acceleration. We find that the
conjecture of the accelerated expansion being due to structure formation is in
agreement with the general observational picture of structures in the universe,
and more quantitative work is needed to make a detailed comparison.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 19:11:18 GMT""},{""version"":""v2"",""created"":""Fri, 8 Sep 2006 18:53:12 GMT""},{""version"":""v3"",""created"":""Thu, 9 Nov 2006 13:01:14 GMT""}]","2008-11-26"
"astro-ph/0607627","Jussi Valiviita","Misao Sasaki (YITP, Kyoto), Jussi Valiviita (ICG, Portsmouth), David
  Wands (ICG, Portsmouth)","Non-Gaussianity of the primordial perturbation in the curvaton model","16 pages, 6 figures. V2: minor typos corrected, references added. V3:
  minor changes to match better with the PRD version","Phys.Rev.D74:103003,2006","10.1103/PhysRevD.74.103003","YITP-06-33, ICG 06/35","astro-ph hep-ph",,"  We use the delta N -formalism to investigate the non-Gaussianity of the
primordial curvature perturbation in the curvaton scenario for the origin of
structure. We numerically calculate the full probability distribution function
allowing for the non-instantaneous decay of the curvaton and compare this with
analytic results derived in the sudden-decay approximation. We also present
results for the leading-order contribution to the primordial bispectrum and
trispectrum. In the sudden-decay approximation we derive a fully non-linear
expression relating the primordial perturbation to the initial curvaton
perturbation. As an example of how non-Gaussianity provides additional
constraints on model parameters, we show how the primordial bispectrum on CMB
scales can be used to constrain variance on much smaller scales in the curvaton
field. Our analytical and numerical results allow for multiple tests of
primordial non-Gaussianity, and thus they can offer consistency tests of the
curvaton scenario.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 19:39:28 GMT""},{""version"":""v2"",""created"":""Thu, 31 Aug 2006 20:04:07 GMT""},{""version"":""v3"",""created"":""Wed, 15 Nov 2006 21:00:06 GMT""}]","2010-04-06"
"astro-ph/0607628","Jun Zhang","Jun Zhang, Lam Hui, Zoltan Haiman (Columbia University)","A Linear Perturbation Theory of Inhomogeneous Reionization","15 pages, 10 figures","Mon.Not.Roy.Astron.Soc.375:324-336,2007","10.1111/j.1365-2966.2006.11311.x",,"astro-ph",,"  We develop an analytic approach to study inhomogeneous reionization on large
scales by solving the equations of ionization balance and radiative transfer to
first order in perturbations. Given the spatial distribution and spectrum of
the ionizing sources, our formalism can be used to predict the large scale
power spectra of fluctuations in the abundances of HII, HI and radiation. Our
approach avoids common approximations/assumptions in existing analytic methods
-- for instance, we do not assume a specific ionization topology from the
outset; nor do we make a step-function bubble-like approximation to the HII
distribution. Applying our formalism to sources biased according to the
Press-Schechter prescription, we find: 1. reionization always proceeds
``inside--out'', with dense regions more highly ionized, at least on large
scales; 2. on sufficiently large scales, HII, HI and radiation exhibits a scale
independent bias relative to dark matter; 3. the bias is suppressed on scales
comparable to or smaller than the mean free path of the ionizing photons; 4. if
the ionizing source spectrum is sufficiently soft, the HII bias closely tracks
the source bias for most of the reionization process but drops precipitously
after percolation; 5. if the ionizing source spectrum is sufficiently hard, the
HII bias drops in a more steady fashion throughout the reionization process.
The tools developed here will be useful for interpreting future 21 cm, CMB and
Lyman-alpha forest observations, both to learn about the reionization
astrophysics (such as the hardness of the source spectrum and therefore the
nature of the ionizing sources) and to possibly extract interesting
cosmological information.
","[{""version"":""v1"",""created"":""Thu, 27 Jul 2006 20:00:02 GMT""},{""version"":""v2"",""created"":""Thu, 24 Jan 2008 21:07:13 GMT""}]","2008-11-26"
